date,currency,usd_per_unit
2026-05-11,SGD,0.75532884
2026-05-12,SGD,0.75396607
2026-05-13,SGD,0.75348237
2026-05-14,SGD,0.74915286
2026-05-15,SGD,0.74993352
2026-05-16,SGD,0.75110738
2026-05-17,SGD,0.75086592
2026-05-18,SGD,0.74917544
2026-05-19,SGD,0.7500549
2026-05-20,SGD,0.74862919
2026-05-21,SGD,0.74906367
2026-05-22,SGD,0.75239337
2026-05-23,SGD,0.75013738
2026-05-24,SGD,0.74910666
2026-05-25,SGD,0.74615749
2026-05-26,SGD,0.74598716
2026-05-27,SGD,0.74596479
2026-05-28,SGD,0.74572358
2026-05-29,SGD,0.74398018
2026-05-30,SGD,0.74347105
2026-05-31,SGD,0.74409483
2026-06-01,SGD,0.74294981
2026-06-02,SGD,0.74119953
2026-06-03,SGD,0.74189266
2026-06-04,SGD,0.74532652
2026-06-05,SGD,0.74378564
2026-06-06,SGD,0.74473353
2026-06-07,SGD,0.74246877
2026-06-08,SGD,0.74269653
2026-06-09,SGD,0.74277379
2026-06-10,SGD,0.7418334
2026-06-11,SGD,0.74045682
2026-06-12,SGD,0.73864331
2026-06-13,SGD,0.73550811
2026-06-14,SGD,0.7371764
2026-06-15,SGD,0.73788146
2026-06-16,SGD,0.73573719
2026-06-17,SGD,0.73590856
2026-06-18,SGD,0.73622612
2026-06-19,SGD,0.73290161
2026-06-20,SGD,0.73273102
2026-06-21,SGD,0.73309445
2026-06-22,SGD,0.73639134
2026-06-23,SGD,0.73830982
2026-06-24,SGD,0.74022952
2026-06-25,SGD,0.74188867
2026-06-26,SGD,0.74502812
2026-06-27,SGD,0.74432879
2026-06-28,SGD,0.74419398
2026-06-29,SGD,0.74453654
2026-06-30,SGD,0.74428043
2026-01-01,AUD,0.66274507
2026-01-02,AUD,0.66384746
2026-01-03,AUD,0.66255471
2026-01-04,AUD,0.6637501
2026-01-05,AUD,0.66270151
2026-01-06,AUD,0.66193636
2026-01-07,AUD,0.66369511
2026-01-08,AUD,0.66460259
2026-01-09,AUD,0.66736883
2026-01-10,AUD,0.66745693
2026-01-11,AUD,0.66590655
2026-01-12,AUD,0.66472066
2026-01-13,AUD,0.66438712
2026-01-14,AUD,0.66401003
2026-01-15,AUD,0.66252187
2026-01-16,AUD,0.66316212
2026-01-17,AUD,0.66439791
2026-01-18,AUD,0.66509185
2026-01-19,AUD,0.66422488
2026-01-20,AUD,0.66199511
2026-01-21,AUD,0.66188762
2026-01-22,AUD,0.66256322
2026-01-23,AUD,0.66092408
2026-01-24,AUD,0.66006343
2026-01-25,AUD,0.66094036
2026-01-26,AUD,0.66056398
2026-01-27,AUD,0.6599275
2026-01-28,AUD,0.6610067
2026-01-29,AUD,0.66074744
2026-01-30,AUD,0.6574797
2026-01-31,AUD,0.65573555
2026-02-01,AUD,0.65545848
2026-02-02,AUD,0.65250411
2026-02-03,AUD,0.65258913
2026-02-04,AUD,0.65360375
2026-02-05,AUD,0.65426215
2026-02-06,AUD,0.65324826
2026-02-07,AUD,0.6511925
2026-02-08,AUD,0.65106603
2026-02-09,AUD,0.65011136
2026-02-10,AUD,0.64958153
2026-02-11,AUD,0.64628201
2026-02-12,AUD,0.65197793
2026-02-13,AUD,0.65187365
2026-02-14,AUD,0.65551042
2026-02-15,AUD,0.65288223
2026-02-16,AUD,0.65176717
2026-02-17,AUD,0.65172142
2026-02-18,AUD,0.65130877
2026-02-19,AUD,0.64963369
2026-02-20,AUD,0.64554182
2026-02-21,AUD,0.64590352
2026-02-22,AUD,0.64848118
2026-02-23,AUD,0.6482807
2026-02-24,AUD,0.64543658
2026-02-25,AUD,0.64563145
2026-02-26,AUD,0.64539897
2026-02-27,AUD,0.64709234
2026-02-28,AUD,0.64799355
2026-03-01,AUD,0.64821049
2026-03-02,AUD,0.64751796
2026-03-03,AUD,0.65151783
2026-03-04,AUD,0.65318538
2026-03-05,AUD,0.65347644
2026-03-06,AUD,0.65422402
2026-03-07,AUD,0.65254043
2026-03-08,AUD,0.65278166
2026-03-09,AUD,0.65526122
2026-03-10,AUD,0.6547092
2026-03-11,AUD,0.65511994
2026-03-12,AUD,0.65384519
2026-03-13,AUD,0.65172162
2026-03-14,AUD,0.64978953
2026-03-15,AUD,0.64795005
2026-03-16,AUD,0.64709151
2026-03-17,AUD,0.64554858
2026-03-18,AUD,0.64515339
2026-03-19,AUD,0.6442324
2026-03-20,AUD,0.64343737
2026-03-21,AUD,0.64643346
2026-03-22,AUD,0.64640416
2026-03-23,AUD,0.64770534
2026-03-24,AUD,0.64872743
2026-03-25,AUD,0.64926801
2026-03-26,AUD,0.64941556
2026-03-27,AUD,0.65128105
2026-03-28,AUD,0.65246299
2026-03-29,AUD,0.65137744
2026-03-30,AUD,0.65444561
2026-03-31,AUD,0.65348629
2026-04-01,AUD,0.65584989
2026-04-02,AUD,0.65548731
2026-04-03,AUD,0.65552799
2026-04-04,AUD,0.65702469
2026-04-05,AUD,0.6582879
2026-04-06,AUD,0.6582572
2026-04-07,AUD,0.65701037
2026-04-08,AUD,0.65568168
2026-04-09,AUD,0.65517323
2026-04-10,AUD,0.65387233
2026-04-11,AUD,0.65431737
2026-04-12,AUD,0.65550352
2026-04-13,AUD,0.65518395
2026-04-14,AUD,0.65351991
2026-04-15,AUD,0.6535166
2026-04-16,AUD,0.65187893
2026-04-17,AUD,0.65623268
2026-04-18,AUD,0.65537634
2026-04-19,AUD,0.65616106
2026-04-20,AUD,0.6559309
2026-04-21,AUD,0.65473402
2026-04-22,AUD,0.65524878
2026-04-23,AUD,0.65663445
2026-04-24,AUD,0.65548312
2026-04-25,AUD,0.65358688
2026-04-26,AUD,0.65222767
2026-04-27,AUD,0.65193058
2026-04-28,AUD,0.65274259
2026-04-29,AUD,0.65037469
2026-04-30,AUD,0.65163255
2026-05-01,AUD,0.6481904
2026-05-02,AUD,0.64596403
2026-05-03,AUD,0.64292698
2026-05-04,AUD,0.6432806
2026-05-05,AUD,0.64172219
2026-05-06,AUD,0.63858855
2026-05-07,AUD,0.63942475
2026-05-08,AUD,0.63620427
2026-05-09,AUD,0.6347218
2026-05-10,AUD,0.63262466
2026-05-11,AUD,0.63239286
2026-05-12,AUD,0.63375797
2026-05-13,AUD,0.63427409
2026-05-14,AUD,0.63464858
2026-05-15,AUD,0.63284746
2026-05-16,AUD,0.63091685
2026-05-17,AUD,0.62830511
2026-05-18,AUD,0.62590502
2026-05-19,AUD,0.62513407
2026-05-20,AUD,0.62307309
2026-05-21,AUD,0.62486591
2026-05-22,AUD,0.62436574
2026-05-23,AUD,0.62413761
2026-05-24,AUD,0.62865935
2026-05-25,AUD,0.62707567
2026-05-26,AUD,0.62972372
2026-05-27,AUD,0.63060659
2026-05-28,AUD,0.63006842
2026-05-29,AUD,0.63109153
2026-05-30,AUD,0.63070495
2026-05-31,AUD,0.6286675
2026-06-01,AUD,0.62889111
2026-06-02,AUD,0.63280706
2026-06-03,AUD,0.63235296
2026-06-04,AUD,0.63468138
2026-06-05,AUD,0.6337139
2026-06-06,AUD,0.6346473
2026-06-07,AUD,0.63652629
2026-06-08,AUD,0.63984541
2026-06-09,AUD,0.63850588
2026-06-10,AUD,0.6379175
2026-06-11,AUD,0.63828586
2026-06-12,AUD,0.63619054
2026-06-13,AUD,0.63849832
2026-06-14,AUD,0.63968553
2026-06-15,AUD,0.63790318
2026-06-16,AUD,0.64024233
2026-06-17,AUD,0.6411453
2026-06-18,AUD,0.64216286
2026-06-19,AUD,0.64004592
2026-06-20,AUD,0.64115452
2026-06-21,AUD,0.64234832
2026-06-22,AUD,0.64186954
2026-06-23,AUD,0.64261119
2026-06-24,AUD,0.64310499
2026-06-25,AUD,0.64341433
2026-06-26,AUD,0.64442041
2026-06-27,AUD,0.64195726
2026-06-28,AUD,0.63988514
2026-06-29,AUD,0.64236866
2026-06-30,AUD,0.64062445
2026-01-01,JPY,0.0067942
2026-01-02,JPY,0.00677628
2026-01-03,JPY,0.00678313
2026-01-04,JPY,0.00676432
2026-01-05,JPY,0.00674451
2026-01-06,JPY,0.0067611
2026-01-07,JPY,0.00676324
2026-01-08,JPY,0.0067848
2026-01-09,JPY,0.00680916
2026-01-10,JPY,0.00681273
2026-01-11,JPY,0.00681366
2026-01-12,JPY,0.0068001
2026-01-13,JPY,0.00678046
2026-01-14,JPY,0.00674807
2026-01-15,JPY,0.00676404
2026-01-16,JPY,0.00674632
2026-01-17,JPY,0.00678849
2026-01-18,JPY,0.00679116
2026-01-19,JPY,0.00677816
2026-01-20,JPY,0.00677446
2026-01-21,JPY,0.00676671
2026-01-22,JPY,0.00677327
2026-01-23,JPY,0.00677583
2026-01-24,JPY,0.0067916
2026-01-25,JPY,0.00677275
2026-01-26,JPY,0.00678468
2026-01-27,JPY,0.00678161
2026-01-28,JPY,0.0067602
2026-01-29,JPY,0.00677285
2026-01-30,JPY,0.00676162
2026-01-31,JPY,0.00676063
2026-02-01,JPY,0.00675885
2026-02-02,JPY,0.00675807
2026-02-03,JPY,0.00680116
2026-02-04,JPY,0.00677083
2026-02-05,JPY,0.00678627
2026-02-06,JPY,0.0068101
2026-02-07,JPY,0.00678657
2026-02-08,JPY,0.00678719
2026-02-09,JPY,0.00680348
2026-02-10,JPY,0.00680691
2026-02-11,JPY,0.00682844
2026-02-12,JPY,0.00679404
2026-02-13,JPY,0.00678555
2026-02-14,JPY,0.00677842
2026-02-15,JPY,0.00679319
2026-02-16,JPY,0.0067812
2026-02-17,JPY,0.0067446
2026-02-18,JPY,0.0067488
2026-02-19,JPY,0.00676794
2026-02-20,JPY,0.00679207
2026-02-21,JPY,0.00676994
2026-02-22,JPY,0.00675356
2026-02-23,JPY,0.00674983
2026-02-24,JPY,0.0067612
2026-02-25,JPY,0.00676509
2026-02-26,JPY,0.0067816
2026-02-27,JPY,0.00679389
2026-02-28,JPY,0.00682503
2026-03-01,JPY,0.0068116
2026-03-02,JPY,0.0068233
2026-03-03,JPY,0.00682542
2026-03-04,JPY,0.00681568
2026-03-05,JPY,0.00678687
2026-03-06,JPY,0.00680028
2026-03-07,JPY,0.00681985
2026-03-08,JPY,0.00679337
2026-03-09,JPY,0.00679488
2026-03-10,JPY,0.00677681
2026-03-11,JPY,0.00678189
2026-03-12,JPY,0.00679486
2026-03-13,JPY,0.0068007
2026-03-14,JPY,0.00683899
2026-03-15,JPY,0.00683514
2026-03-16,JPY,0.00683629
2026-03-17,JPY,0.00683119
2026-03-18,JPY,0.00680661
2026-03-19,JPY,0.00682903
2026-03-20,JPY,0.00679595
2026-03-21,JPY,0.00680341
2026-03-22,JPY,0.00677141
2026-03-23,JPY,0.00679173
2026-03-24,JPY,0.00680466
2026-03-25,JPY,0.00678785
2026-03-26,JPY,0.00680906
2026-03-27,JPY,0.0068172
2026-03-28,JPY,0.00681494
2026-03-29,JPY,0.00683789
2026-03-30,JPY,0.00683435
2026-03-31,JPY,0.00684933
2026-04-01,JPY,0.00688155
2026-04-02,JPY,0.00688301
2026-04-03,JPY,0.00685067
2026-04-04,JPY,0.00684373
2026-04-05,JPY,0.00684085
2026-04-06,JPY,0.00681905
2026-04-07,JPY,0.00685421
2026-04-08,JPY,0.00685797
2026-04-09,JPY,0.00683711
2026-04-10,JPY,0.00682025
2026-04-11,JPY,0.00682029
2026-04-12,JPY,0.00685149
2026-04-13,JPY,0.00683636
2026-04-14,JPY,0.00680197
2026-04-15,JPY,0.00682199
2026-04-16,JPY,0.00679508
2026-04-17,JPY,0.00682773
2026-04-18,JPY,0.00681859
2026-04-19,JPY,0.00682884
2026-04-20,JPY,0.00682318
2026-04-21,JPY,0.0068123
2026-04-22,JPY,0.00678368
2026-04-23,JPY,0.0067889
2026-04-24,JPY,0.0067983
2026-04-25,JPY,0.00678218
2026-04-26,JPY,0.00679372
2026-04-27,JPY,0.00681122
2026-04-28,JPY,0.00680479
2026-04-29,JPY,0.00680735
2026-04-30,JPY,0.00681123
2026-05-01,JPY,0.00679652
2026-05-02,JPY,0.0068206
2026-05-03,JPY,0.00684639
2026-05-04,JPY,0.00685196
2026-05-05,JPY,0.00684813
2026-05-06,JPY,0.00681084
2026-05-07,JPY,0.00681433
2026-05-08,JPY,0.00683017
2026-05-09,JPY,0.00681242
2026-05-10,JPY,0.00682419
2026-05-11,JPY,0.00685352
2026-05-12,JPY,0.00683992
2026-05-13,JPY,0.00683876
2026-05-14,JPY,0.00682843
2026-05-15,JPY,0.00682384
2026-05-16,JPY,0.00683415
2026-05-17,JPY,0.006829
2026-05-18,JPY,0.00685565
2026-05-19,JPY,0.0068578
2026-05-20,JPY,0.00686606
2026-05-21,JPY,0.00681383
2026-05-22,JPY,0.00680503
2026-05-23,JPY,0.00684308
2026-05-24,JPY,0.00685562
2026-05-25,JPY,0.00686033
2026-05-26,JPY,0.00685082
2026-05-27,JPY,0.0068432
2026-05-28,JPY,0.00683836
2026-05-29,JPY,0.00682075
2026-05-30,JPY,0.00684039
2026-05-31,JPY,0.00681702
2026-06-01,JPY,0.00682815
2026-06-02,JPY,0.00679595
2026-06-03,JPY,0.00680797
2026-06-04,JPY,0.00679734
2026-06-05,JPY,0.00679384
2026-06-06,JPY,0.00675036
2026-06-07,JPY,0.00674587
2026-06-08,JPY,0.00677436
2026-06-09,JPY,0.0067755
2026-06-10,JPY,0.00674358
2026-06-11,JPY,0.00673013
2026-06-12,JPY,0.00676687
2026-06-13,JPY,0.00674748
2026-06-14,JPY,0.00674931
2026-06-15,JPY,0.0067583
2026-06-16,JPY,0.00677414
2026-06-17,JPY,0.0067664
2026-06-18,JPY,0.00676719
2026-06-19,JPY,0.00679015
2026-06-20,JPY,0.00677129
2026-06-21,JPY,0.00675424
2026-06-22,JPY,0.00675372
2026-06-23,JPY,0.00675871
2026-06-24,JPY,0.00675524
2026-06-25,JPY,0.0067329
2026-06-26,JPY,0.0067553
2026-06-27,JPY,0.00676312
2026-06-28,JPY,0.00674406
2026-06-29,JPY,0.00676251
2026-06-30,JPY,0.00678122
2026-01-01,KRW,0.00074105
2026-01-02,KRW,0.00074094
2026-01-03,KRW,0.00074315
2026-01-04,KRW,0.00074266
2026-01-05,KRW,0.00074365
2026-01-06,KRW,0.00074326
2026-01-07,KRW,0.0007416
2026-01-08,KRW,0.00074115
2026-01-09,KRW,0.00074096
2026-01-10,KRW,0.00074236
2026-01-11,KRW,0.0007383
2026-01-12,KRW,0.00073656
2026-01-13,KRW,0.0007377
2026-01-14,KRW,0.00073608
2026-01-15,KRW,0.00073594
2026-01-16,KRW,0.00073836
2026-01-17,KRW,0.00074052
2026-01-18,KRW,0.00074361
2026-01-19,KRW,0.00074437
2026-01-20,KRW,0.00074236
2026-01-21,KRW,0.00074339
2026-01-22,KRW,0.00074386
2026-01-23,KRW,0.00074499
2026-01-24,KRW,0.0007459
2026-01-25,KRW,0.00074474
2026-01-26,KRW,0.00074607
2026-01-27,KRW,0.00074716
2026-01-28,KRW,0.00074903
2026-01-29,KRW,0.00074946
2026-01-30,KRW,0.00074543
2026-01-31,KRW,0.00074448
2026-02-01,KRW,0.00074617
2026-02-02,KRW,0.00074606
2026-02-03,KRW,0.00074711
2026-02-04,KRW,0.00074364
2026-02-05,KRW,0.00074529
2026-02-06,KRW,0.00074601
2026-02-07,KRW,0.00074617
2026-02-08,KRW,0.00074731
2026-02-09,KRW,0.00074991
2026-02-10,KRW,0.00074802
2026-02-11,KRW,0.00074852
2026-02-12,KRW,0.00074762
2026-02-13,KRW,0.0007441
2026-02-14,KRW,0.00074311
2026-02-15,KRW,0.0007422
2026-02-16,KRW,0.00074477
2026-02-17,KRW,0.00074489
2026-02-18,KRW,0.00074398
2026-02-19,KRW,0.00074259
2026-02-20,KRW,0.00074285
2026-02-21,KRW,0.0007389
2026-02-22,KRW,0.00073687
2026-02-23,KRW,0.00073568
2026-02-24,KRW,0.00073479
2026-02-25,KRW,0.00073525
2026-02-26,KRW,0.00073946
2026-02-27,KRW,0.00073932
2026-02-28,KRW,0.00073928
2026-03-01,KRW,0.00073933
2026-03-02,KRW,0.0007371
2026-03-03,KRW,0.00073561
2026-03-04,KRW,0.00073405
2026-03-05,KRW,0.00073343
2026-03-06,KRW,0.00073286
2026-03-07,KRW,0.00073338
2026-03-08,KRW,0.00073455
2026-03-09,KRW,0.00073767
2026-03-10,KRW,0.0007387
2026-03-11,KRW,0.00074038
2026-03-12,KRW,0.00074088
2026-03-13,KRW,0.00073976
2026-03-14,KRW,0.0007403
2026-03-15,KRW,0.00074167
2026-03-16,KRW,0.00074128
2026-03-17,KRW,0.0007421
2026-03-18,KRW,0.00074108
2026-03-19,KRW,0.00073765
2026-03-20,KRW,0.0007406
2026-03-21,KRW,0.00073867
2026-03-22,KRW,0.00073863
2026-03-23,KRW,0.00073374
2026-03-24,KRW,0.00073484
2026-03-25,KRW,0.00073291
2026-03-26,KRW,0.00073091
2026-03-27,KRW,0.00073021
2026-03-28,KRW,0.00072944
2026-03-29,KRW,0.00072631
2026-03-30,KRW,0.00072796
2026-03-31,KRW,0.00072445
2026-04-01,KRW,0.00072595
2026-04-02,KRW,0.00072676
2026-04-03,KRW,0.00072664
2026-04-04,KRW,0.0007262
2026-04-05,KRW,0.00072896
2026-04-06,KRW,0.00072816
2026-04-07,KRW,0.00072738
2026-04-08,KRW,0.00072737
2026-04-09,KRW,0.00073348
2026-04-10,KRW,0.00073225
2026-04-11,KRW,0.00073125
2026-04-12,KRW,0.00073464
2026-04-13,KRW,0.00073437
2026-04-14,KRW,0.00073584
2026-04-15,KRW,0.00073485
2026-04-16,KRW,0.00073138
2026-04-17,KRW,0.00073176
2026-04-18,KRW,0.00072881
2026-04-19,KRW,0.0007284
2026-04-20,KRW,0.00072922
2026-04-21,KRW,0.00072889
2026-04-22,KRW,0.00073163
2026-04-23,KRW,0.00073377
2026-04-24,KRW,0.00073537
2026-04-25,KRW,0.00073417
2026-04-26,KRW,0.00073515
2026-04-27,KRW,0.0007357
2026-04-28,KRW,0.00073683
2026-04-29,KRW,0.0007399
2026-04-30,KRW,0.00074171
2026-05-01,KRW,0.0007422
2026-05-02,KRW,0.00074446
2026-05-03,KRW,0.00074753
2026-05-04,KRW,0.0007504
2026-05-05,KRW,0.00075364
2026-05-06,KRW,0.00075187
2026-05-07,KRW,0.00075441
2026-05-08,KRW,0.0007528
2026-05-09,KRW,0.0007537
2026-05-10,KRW,0.00075373
2026-05-11,KRW,0.00075462
2026-05-12,KRW,0.00075285
2026-05-13,KRW,0.00075174
2026-05-14,KRW,0.00075013
2026-05-15,KRW,0.00074646
2026-05-16,KRW,0.00074702
2026-05-17,KRW,0.00074905
2026-05-18,KRW,0.00074856
2026-05-19,KRW,0.00074715
2026-05-20,KRW,0.00074544
2026-05-21,KRW,0.00074449
2026-05-22,KRW,0.00074231
2026-05-23,KRW,0.00073957
2026-05-24,KRW,0.00074432
2026-05-25,KRW,0.00074405
2026-05-26,KRW,0.00074438
2026-05-27,KRW,0.00074726
2026-05-28,KRW,0.00074658
2026-05-29,KRW,0.00074543
2026-05-30,KRW,0.00074694
2026-05-31,KRW,0.00074342
2026-06-01,KRW,0.00074353
2026-06-02,KRW,0.00074476
2026-06-03,KRW,0.0007439
2026-06-04,KRW,0.0007412
2026-06-05,KRW,0.00073934
2026-06-06,KRW,0.0007396
2026-06-07,KRW,0.00074186
2026-06-08,KRW,0.00074346
2026-06-09,KRW,0.00074154
2026-06-10,KRW,0.00074248
2026-06-11,KRW,0.00074221
2026-06-12,KRW,0.00074545
2026-06-13,KRW,0.00074504
2026-06-14,KRW,0.0007461
2026-06-15,KRW,0.00074492
2026-06-16,KRW,0.00074604
2026-06-17,KRW,0.0007455
2026-06-18,KRW,0.00074305
2026-06-19,KRW,0.00074375
2026-06-20,KRW,0.00074239
2026-06-21,KRW,0.00073788
2026-06-22,KRW,0.00073905
2026-06-23,KRW,0.00073699
2026-06-24,KRW,0.0007374
2026-06-25,KRW,0.00073709
2026-06-26,KRW,0.00073768
2026-06-27,KRW,0.00074042
2026-06-28,KRW,0.00074237
2026-06-29,KRW,0.00074296
2026-06-30,KRW,0.00074239
2026-01-01,INR,0.01199636
2026-01-02,INR,0.01200022
2026-01-03,INR,0.01202193
2026-01-04,INR,0.01200629
2026-01-05,INR,0.01198239
2026-01-06,INR,0.01197564
2026-01-07,INR,0.01196559
2026-01-08,INR,0.01193374
2026-01-09,INR,0.01193465
2026-01-10,INR,0.01189206
2026-01-11,INR,0.01188124
2026-01-12,INR,0.01185695
2026-01-13,INR,0.01189356
2026-01-14,INR,0.01190311
2026-01-15,INR,0.011833
2026-01-16,INR,0.01184164
2026-01-17,INR,0.01180866
2026-01-18,INR,0.01182158
2026-01-19,INR,0.01179052
2026-01-20,INR,0.01177372
2026-01-21,INR,0.01179306
2026-01-22,INR,0.01176436
2026-01-23,INR,0.01175379
2026-01-24,INR,0.01173528
2026-01-25,INR,0.01175764
2026-01-26,INR,0.0117478
2026-01-27,INR,0.01171494
2026-01-28,INR,0.0117367
2026-01-29,INR,0.01176424
2026-01-30,INR,0.01176723
2026-01-31,INR,0.01175946
2026-02-01,INR,0.01171965
2026-02-02,INR,0.01174924
2026-02-03,INR,0.01171516
2026-02-04,INR,0.01169867
2026-02-05,INR,0.01172723
2026-02-06,INR,0.01170172
2026-02-07,INR,0.0116879
2026-02-08,INR,0.0116233
2026-02-09,INR,0.01165809
2026-02-10,INR,0.01167779
2026-02-11,INR,0.01169112
2026-02-12,INR,0.01171551
2026-02-13,INR,0.01174207
2026-02-14,INR,0.01171386
2026-02-15,INR,0.01175516
2026-02-16,INR,0.01179597
2026-02-17,INR,0.01175423
2026-02-18,INR,0.01174945
2026-02-19,INR,0.01176206
2026-02-20,INR,0.0117469
2026-02-21,INR,0.01175139
2026-02-22,INR,0.01174539
2026-02-23,INR,0.01173025
2026-02-24,INR,0.01172511
2026-02-25,INR,0.01182776
2026-02-26,INR,0.01186418
2026-02-27,INR,0.01191511
2026-02-28,INR,0.01193677
2026-03-01,INR,0.01190582
2026-03-02,INR,0.01192504
2026-03-03,INR,0.01188492
2026-03-04,INR,0.01187294
2026-03-05,INR,0.01186112
2026-03-06,INR,0.01185387
2026-03-07,INR,0.01181779
2026-03-08,INR,0.01181911
2026-03-09,INR,0.01183062
2026-03-10,INR,0.01180932
2026-03-11,INR,0.01179909
2026-03-12,INR,0.01186899
2026-03-13,INR,0.01182559
2026-03-14,INR,0.01180004
2026-03-15,INR,0.01183819
2026-03-16,INR,0.0118704
2026-03-17,INR,0.01187229
2026-03-18,INR,0.01186054
2026-03-19,INR,0.01181493
2026-03-20,INR,0.01180814
2026-03-21,INR,0.01178838
2026-03-22,INR,0.01180487
2026-03-23,INR,0.01182279
2026-03-24,INR,0.0118693
2026-03-25,INR,0.01182627
2026-03-26,INR,0.01182334
2026-03-27,INR,0.01188251
2026-03-28,INR,0.01183296
2026-03-29,INR,0.01187697
2026-03-30,INR,0.01183685
2026-03-31,INR,0.01180917
2026-04-01,INR,0.01179714
2026-04-02,INR,0.0117676
2026-04-03,INR,0.01183223
2026-04-04,INR,0.01181861
2026-04-05,INR,0.01181837
2026-04-06,INR,0.01186305
2026-04-07,INR,0.01186126
2026-04-08,INR,0.01188277
2026-04-09,INR,0.01185241
2026-04-10,INR,0.01188191
2026-04-11,INR,0.01191422
2026-04-12,INR,0.01189245
2026-04-13,INR,0.01192215
2026-04-14,INR,0.01193003
2026-04-15,INR,0.01197647
2026-04-16,INR,0.01200278
2026-04-17,INR,0.01200809
2026-04-18,INR,0.01197826
2026-04-19,INR,0.01200202
2026-04-20,INR,0.01204605
2026-04-21,INR,0.01205177
2026-04-22,INR,0.01207531
2026-04-23,INR,0.01211615
2026-04-24,INR,0.01209809
2026-04-25,INR,0.01214071
2026-04-26,INR,0.0121319
2026-04-27,INR,0.0121087
2026-04-28,INR,0.01212815
2026-04-29,INR,0.01214544
2026-04-30,INR,0.01217263
2026-05-01,INR,0.01216937
2026-05-02,INR,0.01216393
2026-05-03,INR,0.01209924
2026-05-04,INR,0.01212743
2026-05-05,INR,0.01212415
2026-05-06,INR,0.0121106
2026-05-07,INR,0.01209231
2026-05-08,INR,0.01209997
2026-05-09,INR,0.01206751
2026-05-10,INR,0.0120858
2026-05-11,INR,0.01205055
2026-05-12,INR,0.01206674
2026-05-13,INR,0.01210883
2026-05-14,INR,0.01216007
2026-05-15,INR,0.01213558
2026-05-16,INR,0.0121496
2026-05-17,INR,0.01217745
2026-05-18,INR,0.01221036
2026-05-19,INR,0.01216669
2026-05-20,INR,0.01219224
2026-05-21,INR,0.01218464
2026-05-22,INR,0.01212584
2026-05-23,INR,0.01212631
2026-05-24,INR,0.01211037
2026-05-25,INR,0.01211806
2026-05-26,INR,0.01212904
2026-05-27,INR,0.01210316
2026-05-28,INR,0.01210713
2026-05-29,INR,0.01219219
2026-05-30,INR,0.01211499
2026-05-31,INR,0.01212767
2026-06-01,INR,0.01215997
2026-06-02,INR,0.01220332
2026-06-03,INR,0.01222337
2026-06-04,INR,0.01224339
2026-06-05,INR,0.01224282
2026-06-06,INR,0.01224613
2026-06-07,INR,0.01224893
2026-06-08,INR,0.01226788
2026-06-09,INR,0.01229319
2026-06-10,INR,0.01230312
2026-06-11,INR,0.01232701
2026-06-12,INR,0.01233836
2026-06-13,INR,0.01225599
2026-06-14,INR,0.01226154
2026-06-15,INR,0.01221654
2026-06-16,INR,0.01214268
2026-06-17,INR,0.0121019
2026-06-18,INR,0.01212341
2026-06-19,INR,0.01214072
2026-06-20,INR,0.01211386
2026-06-21,INR,0.01215172
2026-06-22,INR,0.01215007
2026-06-23,INR,0.01214112
2026-06-24,INR,0.01215702
2026-06-25,INR,0.01215931
2026-06-26,INR,0.01215269
2026-06-27,INR,0.01211317
2026-06-28,INR,0.01213878
2026-06-29,INR,0.01209176
2026-06-30,INR,0.0120716
2026-01-01,HKD,0.12820241
2026-01-02,HKD,0.12803339
2026-01-03,HKD,0.12832246
2026-01-04,HKD,0.12773633
2026-01-05,HKD,0.12789356
2026-01-06,HKD,0.12729017
2026-01-07,HKD,0.1273755
2026-01-08,HKD,0.12736606
2026-01-09,HKD,0.12701506
2026-01-10,HKD,0.12723901
2026-01-11,HKD,0.12765048
2026-01-12,HKD,0.12704663
2026-01-13,HKD,0.12673429
2026-01-14,HKD,0.12678023
2026-01-15,HKD,0.12690326
2026-01-16,HKD,0.12703687
2026-01-17,HKD,0.126834
2026-01-18,HKD,0.12693328
2026-01-19,HKD,0.12682125
2026-01-20,HKD,0.12678226
2026-01-21,HKD,0.1265894
2026-01-22,HKD,0.12658545
2026-01-23,HKD,0.12600393
2026-01-24,HKD,0.1262013
2026-01-25,HKD,0.12640742
2026-01-26,HKD,0.12598388
2026-01-27,HKD,0.12585784
2026-01-28,HKD,0.12572148
2026-01-29,HKD,0.12625706
2026-01-30,HKD,0.12681832
2026-01-31,HKD,0.12683761
2026-02-01,HKD,0.12694204
2026-02-02,HKD,0.1270028
2026-02-03,HKD,0.12705293
2026-02-04,HKD,0.12712121
2026-02-05,HKD,0.12703461
2026-02-06,HKD,0.12689004
2026-02-07,HKD,0.12682101
2026-02-08,HKD,0.1270866
2026-02-09,HKD,0.12669441
2026-02-10,HKD,0.12632575
2026-02-11,HKD,0.12572208
2026-02-12,HKD,0.12552195
2026-02-13,HKD,0.12583181
2026-02-14,HKD,0.12612129
2026-02-15,HKD,0.12641098
2026-02-16,HKD,0.12643986
2026-02-17,HKD,0.12658038
2026-02-18,HKD,0.12652774
2026-02-19,HKD,0.12614877
2026-02-20,HKD,0.12558128
2026-02-21,HKD,0.12531572
2026-02-22,HKD,0.12490189
2026-02-23,HKD,0.12503649
2026-02-24,HKD,0.12515635
2026-02-25,HKD,0.12508399
2026-02-26,HKD,0.12552141
2026-02-27,HKD,0.12510594
