payment_id,payment_date,account_id,payment_type,currency,amount_local,cross_border_flag,manual_touch_flag,exception_flag,late_release_flag,repair_minutes,fee_usd,status
P002140,2026-01-20,AC0027,Local transfer,EUR,13737.82,False,False,False,False,0,1.5,Completed
P002378,2026-01-20,AC0010,Local transfer,USD,6018.21,False,False,False,False,0,1.5,Completed
P002461,2026-01-20,AC0021,Payroll,EUR,154926.73,False,True,False,False,0,1.5,Completed
P002748,2026-01-20,AC0035,ACH,SGD,3115.14,False,False,False,False,0,1.5,Completed
P003015,2026-01-20,AC0041,Local transfer,JPY,18636.09,False,False,False,False,0,1.5,Completed
P003027,2026-01-20,AC0017,Wire,GBP,45075.39,True,False,False,False,0,43.5,Completed
P003076,2026-01-20,AC0032,Local transfer,EUR,104015.82,False,False,False,False,0,1.5,Completed
P003098,2026-01-20,AC0038,Local transfer,USD,133378.42,False,False,False,False,0,1.5,Completed
P003130,2026-01-20,AC0025,Payroll,EUR,45860.92,False,False,False,False,0,1.5,Completed
P003173,2026-01-20,AC0026,Local transfer,USD,4323.32,False,False,False,False,0,1.5,Completed
P003209,2026-01-20,AC0041,Wire,JPY,3157.85,False,False,False,False,0,19.5,Completed
P003321,2026-01-20,AC0014,Tax,CAD,58991.26,False,True,False,False,0,1.5,Completed
P003367,2026-01-20,AC0041,ACH,JPY,7571.28,False,False,False,False,0,1.5,Completed
P003374,2026-01-20,AC0034,Wire,USD,4852.41,False,False,False,False,0,19.5,Completed
P003424,2026-01-20,AC0016,Payroll,CAD,40260.4,False,False,False,False,0,1.5,Completed
P003435,2026-01-20,AC0047,Local transfer,INR,4832.35,False,False,False,False,0,1.5,Completed
P004121,2026-01-20,AC0021,ACH,EUR,4239.12,False,False,False,False,0,1.5,Completed
P004273,2026-01-20,AC0055,Local transfer,USD,21380.09,False,True,False,False,0,1.5,Completed
P004483,2026-01-20,AC0021,Internal transfer,EUR,3003.81,False,False,False,False,0,1.5,Completed
P004707,2026-01-20,AC0001,ACH,USD,10909.95,False,False,False,False,0,1.5,Completed
P004998,2026-01-20,AC0023,Wire,EUR,4543.31,True,False,False,False,0,43.5,Completed
P005176,2026-01-20,AC0021,Wire,EUR,842.56,True,True,False,False,0,43.5,Completed
P005298,2026-01-20,AC0051,ACH,HKD,31290.29,False,False,False,False,0,1.5,Completed
P005300,2026-01-20,AC0034,Payroll,USD,28721.48,False,True,False,False,0,1.5,Completed
P005318,2026-01-20,AC0046,Payroll,KRW,133046.74,False,True,False,False,0,1.5,Completed
P005376,2026-01-20,AC0052,Wire,HKD,33606.18,True,False,False,False,0,43.5,Completed
P005443,2026-01-20,AC0038,Internal transfer,USD,334642.2,False,False,False,False,0,1.5,Completed
P005600,2026-01-20,AC0017,ACH,GBP,20579.05,False,False,False,False,0,1.5,Completed
P005752,2026-01-20,AC0034,Wire,USD,2729.92,True,True,False,False,0,43.5,Completed
P005785,2026-01-20,AC0045,Tax,KRW,285566.37,False,False,False,False,0,1.5,Completed
P005896,2026-01-20,AC0017,Wire,GBP,98833.18,True,False,False,False,0,43.5,Completed
P005939,2026-01-20,AC0040,Wire,AUD,29922.74,False,True,False,False,0,19.5,Completed
P006121,2026-01-20,AC0054,Local transfer,USD,8564.08,False,False,False,False,0,1.5,Completed
P006189,2026-01-20,AC0050,Local transfer,HKD,6485.31,False,False,False,False,0,1.5,Completed
P006243,2026-01-20,AC0053,Wire,USD,4663.77,True,False,False,False,0,43.5,Completed
P006312,2026-01-20,AC0022,Local transfer,EUR,24520.61,False,True,False,False,0,1.5,Completed
P006344,2026-01-20,AC0021,Wire,EUR,6916.57,True,False,False,False,0,43.5,Completed
P006397,2026-01-20,AC0015,Local transfer,CAD,31168.9,False,True,False,False,0,1.5,Completed
P006529,2026-01-20,AC0014,Local transfer,CAD,9563.38,False,False,False,False,0,1.5,Completed
P006563,2026-01-20,AC0041,ACH,JPY,25730.57,False,False,False,False,0,1.5,Completed
P006659,2026-01-20,AC0042,Local transfer,USD,4008.57,False,False,False,False,0,1.5,Completed
P006794,2026-01-20,AC0017,Local transfer,GBP,61186.69,False,False,False,False,0,1.5,Completed
P006982,2026-01-20,AC0050,ACH,HKD,10290.21,False,False,False,False,0,1.5,Completed
P006992,2026-01-20,AC0005,Tax,USD,15060.66,False,False,True,True,57,16.5,Repaired
P007093,2026-01-20,AC0013,Tax,USD,18272.77,False,False,False,False,0,1.5,Completed
P007298,2026-01-20,AC0017,Wire,GBP,16619.7,False,True,False,True,0,19.5,Completed
P007447,2026-01-20,AC0005,ACH,USD,13663.19,False,True,False,True,0,1.5,Completed
P000024,2026-01-21,AC0043,Wire,JPY,10002.42,False,False,False,False,0,19.5,Completed
P000235,2026-01-21,AC0014,ACH,CAD,32774.52,False,False,False,False,0,1.5,Completed
P000286,2026-01-21,AC0025,Internal transfer,EUR,9043.72,False,True,False,False,0,1.5,Completed
P000478,2026-01-21,AC0033,Local transfer,EUR,31644.38,False,False,False,False,0,1.5,Completed
P001025,2026-01-21,AC0014,Wire,CAD,29278.35,True,False,False,False,0,43.5,Completed
P001225,2026-01-21,AC0041,Payroll,JPY,32347.4,False,False,False,False,0,1.5,Completed
P001352,2026-01-21,AC0014,ACH,CAD,4159.95,False,True,False,False,0,1.5,Completed
P001538,2026-01-21,AC0041,Local transfer,JPY,64724.14,False,False,False,False,0,1.5,Completed
P001724,2026-01-21,AC0044,ACH,KRW,6264.46,False,False,False,False,0,1.5,Completed
P001838,2026-01-21,AC0014,Local transfer,CAD,3744.35,False,False,False,False,0,1.5,Completed
P001885,2026-01-21,AC0041,ACH,JPY,8863.52,False,False,False,False,0,1.5,Completed
P001964,2026-01-21,AC0047,ACH,INR,117475.43,False,False,False,False,0,1.5,Completed
P001982,2026-01-21,AC0020,Wire,GBP,34587.36,False,False,False,False,0,19.5,Completed
P002045,2026-01-21,AC0028,Local transfer,EUR,9211.11,False,False,False,True,0,1.5,Completed
P002160,2026-01-21,AC0020,Local transfer,GBP,7535.76,False,False,False,False,0,1.5,Completed
P002218,2026-01-21,AC0047,Wire,INR,7532.1,True,True,False,True,0,43.5,Completed
P002224,2026-01-21,AC0025,Local transfer,EUR,64538.36,False,True,False,False,0,1.5,Completed
P002327,2026-01-21,AC0046,Local transfer,KRW,26220.11,False,False,False,False,0,1.5,Completed
P002363,2026-01-21,AC0001,Internal transfer,USD,1168.49,False,True,False,False,0,1.5,Completed
P002610,2026-01-21,AC0008,ACH,USD,3725.55,False,True,False,False,0,1.5,Completed
P002711,2026-01-21,AC0017,ACH,GBP,2376.5,False,True,False,False,0,1.5,Completed
P002785,2026-01-21,AC0001,Wire,USD,3635.75,True,False,False,False,0,43.5,Completed
P002838,2026-01-21,AC0049,Local transfer,USD,34733.19,False,False,False,False,0,1.5,Completed
P002894,2026-01-21,AC0010,ACH,USD,39261.51,False,False,False,False,0,1.5,Completed
P002906,2026-01-21,AC0010,Wire,USD,28194.41,False,True,True,False,28,34.5,Repaired
P003079,2026-01-21,AC0032,Wire,EUR,5469.38,True,True,False,False,0,43.5,Completed
P003195,2026-01-21,AC0052,Local transfer,HKD,3175.49,False,False,False,False,0,1.5,Completed
P003245,2026-01-21,AC0031,Wire,USD,9896.54,False,False,True,False,69,34.5,Repaired
P003351,2026-01-21,AC0034,Tax,USD,33543.9,False,False,False,False,0,1.5,Completed
P003737,2026-01-21,AC0034,ACH,USD,7356.74,False,True,False,False,0,1.5,Completed
P003751,2026-01-21,AC0007,ACH,USD,18831.69,False,True,True,False,24,16.5,Repaired
P003792,2026-01-21,AC0029,ACH,EUR,1781.52,False,True,False,False,0,1.5,Completed
P004018,2026-01-21,AC0041,Wire,JPY,534.04,False,False,False,False,0,19.5,Completed
P004323,2026-01-21,AC0020,Payroll,GBP,32434.92,False,False,False,False,0,1.5,Completed
P004360,2026-01-21,AC0012,Wire,USD,3551.04,True,False,False,False,0,43.5,Completed
P004497,2026-01-21,AC0053,ACH,USD,8509.01,False,False,False,False,0,1.5,Completed
P004613,2026-01-21,AC0013,ACH,USD,80627.19,False,False,False,False,0,1.5,Completed
P004634,2026-01-21,AC0027,ACH,EUR,7407.31,False,False,False,False,0,1.5,Completed
P004793,2026-01-21,AC0003,Payroll,USD,50089.36,False,False,False,False,0,1.5,Completed
P004985,2026-01-21,AC0005,ACH,USD,19878.8,False,True,False,False,0,1.5,Completed
P006033,2026-01-21,AC0042,ACH,USD,2983.96,False,False,False,False,0,1.5,Completed
P006219,2026-01-21,AC0047,Payroll,INR,9684.87,False,False,False,False,0,1.5,Completed
P006908,2026-01-21,AC0053,ACH,USD,18369.13,False,False,False,False,0,1.5,Completed
P007220,2026-01-21,AC0038,ACH,USD,15146.48,False,False,False,False,0,1.5,Completed
P007260,2026-01-21,AC0041,Local transfer,JPY,1586.53,False,False,False,False,0,1.5,Completed
P007576,2026-01-21,AC0054,ACH,USD,8888.55,False,False,False,False,0,1.5,Completed
P000112,2026-01-22,AC0041,Wire,JPY,3340.17,False,False,False,False,0,19.5,Completed
P000113,2026-01-22,AC0001,Local transfer,USD,5022.79,False,False,False,False,0,1.5,Completed
P000153,2026-01-22,AC0047,ACH,INR,1244.18,False,False,False,False,0,1.5,Completed
P000166,2026-01-22,AC0041,Local transfer,JPY,4656.23,False,False,False,False,0,1.5,Completed
P000339,2026-01-22,AC0038,Internal transfer,USD,4563.84,False,False,True,False,70,16.5,Repaired
P000579,2026-01-22,AC0007,Local transfer,USD,20254.06,False,False,False,False,0,1.5,Completed
P000731,2026-01-22,AC0038,ACH,USD,23482.4,False,False,False,False,0,1.5,Completed
P000798,2026-01-22,AC0053,Local transfer,USD,22976.24,False,False,False,False,0,1.5,Completed
P000817,2026-01-22,AC0026,ACH,USD,28174.66,False,False,False,False,0,1.5,Completed
P000898,2026-01-22,AC0031,Local transfer,USD,12568.83,False,False,False,False,0,1.5,Completed
P001040,2026-01-22,AC0010,Local transfer,USD,17603.01,False,False,False,False,0,1.5,Completed
P001065,2026-01-22,AC0010,Local transfer,USD,39830.95,False,False,False,False,0,1.5,Pending
P001083,2026-01-22,AC0025,Payroll,EUR,188064.21,False,True,True,False,68,16.5,Repaired
P001351,2026-01-22,AC0010,Local transfer,USD,47802.85,False,True,False,True,0,1.5,Completed
P001610,2026-01-22,AC0023,Local transfer,EUR,50466.98,False,False,False,False,0,1.5,Completed
P001645,2026-01-22,AC0047,Wire,INR,27405.0,False,True,False,False,0,19.5,Completed
P001773,2026-01-22,AC0017,ACH,GBP,13370.67,False,False,False,False,0,1.5,Completed
P002049,2026-01-22,AC0038,Local transfer,USD,13486.56,False,True,False,False,0,1.5,Completed
P002194,2026-01-22,AC0035,Internal transfer,SGD,20278.29,False,False,True,False,65,16.5,Rejected
P002387,2026-01-22,AC0038,Tax,USD,67218.14,False,False,False,False,0,1.5,Completed
P002559,2026-01-22,AC0055,Wire,USD,9167.93,True,False,False,False,0,43.5,Completed
P002724,2026-01-22,AC0031,ACH,USD,15008.94,False,False,False,False,0,1.5,Completed
P002751,2026-01-22,AC0042,ACH,USD,13464.47,False,True,False,False,0,1.5,Completed
P003109,2026-01-22,AC0038,Tax,USD,6348.09,False,False,False,False,0,1.5,Completed
P003138,2026-01-22,AC0033,Local transfer,EUR,38386.52,False,True,False,False,0,1.5,Completed
P003320,2026-01-22,AC0005,ACH,USD,16697.69,False,False,True,False,39,16.5,Repaired
P003531,2026-01-22,AC0038,ACH,USD,2814.14,False,True,True,False,53,16.5,Repaired
P003568,2026-01-22,AC0034,Internal transfer,USD,86912.74,False,True,False,False,0,1.5,Completed
P003683,2026-01-22,AC0016,Local transfer,CAD,64513.39,False,False,False,False,0,1.5,Completed
P003689,2026-01-22,AC0005,Local transfer,USD,3301.16,False,True,False,False,0,1.5,Completed
P003691,2026-01-22,AC0014,ACH,CAD,13137.09,False,True,False,False,0,1.5,Completed
P003951,2026-01-22,AC0031,ACH,USD,10601.2,False,False,False,False,0,1.5,Completed
P004263,2026-01-22,AC0050,Local transfer,HKD,21091.87,False,True,False,False,0,1.5,Completed
P004582,2026-01-22,AC0028,Wire,EUR,2229.83,True,True,False,False,0,43.5,Completed
P004590,2026-01-22,AC0040,ACH,AUD,2643.79,False,False,False,False,0,1.5,Completed
P004604,2026-01-22,AC0005,ACH,USD,5725.98,False,True,False,False,0,1.5,Completed
P004704,2026-01-22,AC0031,Wire,USD,5569.64,True,False,False,True,0,43.5,Completed
P004915,2026-01-22,AC0008,Tax,USD,40408.98,False,False,False,False,0,1.5,Completed
P004997,2026-01-22,AC0014,ACH,CAD,26748.42,False,False,False,False,0,1.5,Completed
P005110,2026-01-22,AC0031,ACH,USD,30929.12,False,False,False,False,0,1.5,Completed
P005243,2026-01-22,AC0038,Local transfer,USD,13036.77,False,False,False,False,0,1.5,Completed
P005396,2026-01-22,AC0047,Internal transfer,INR,4699.43,False,False,False,False,0,1.5,Completed
P005409,2026-01-22,AC0025,Wire,EUR,11156.55,True,False,False,False,0,43.5,Completed
P005523,2026-01-22,AC0017,ACH,GBP,9198.72,False,False,False,False,0,1.5,Completed
P005608,2026-01-22,AC0044,Tax,KRW,27949.95,False,False,False,False,0,1.5,Completed
P005755,2026-01-22,AC0034,Wire,USD,3512.49,True,True,False,False,0,43.5,Completed
P005813,2026-01-22,AC0031,Payroll,USD,384539.82,False,False,False,False,0,1.5,Completed
P006176,2026-01-22,AC0039,ACH,AUD,14892.4,False,False,False,False,0,1.5,Completed
P006200,2026-01-22,AC0053,Local transfer,USD,4247.34,False,False,False,False,0,1.5,Completed
P006482,2026-01-22,AC0022,ACH,EUR,15686.1,False,False,False,False,0,1.5,Completed
P006923,2026-01-22,AC0001,ACH,USD,76130.75,False,True,False,False,0,1.5,Completed
P006958,2026-01-22,AC0041,Wire,JPY,23576.32,True,True,False,False,0,43.5,Completed
P007020,2026-01-22,AC0005,Local transfer,USD,11075.25,False,False,False,False,0,1.5,Completed
P007139,2026-01-22,AC0033,ACH,EUR,21958.2,False,False,False,False,0,1.5,Completed
P007177,2026-01-22,AC0005,Local transfer,USD,11725.52,False,True,False,False,0,1.5,Completed
P007243,2026-01-22,AC0018,Payroll,GBP,55785.0,False,True,False,True,0,1.5,Completed
P007445,2026-01-22,AC0055,ACH,USD,133865.9,False,True,False,False,0,1.5,Completed
P007481,2026-01-22,AC0027,Payroll,EUR,105921.12,False,False,False,False,0,1.5,Completed
P007529,2026-01-22,AC0050,Wire,HKD,7909.32,True,True,False,False,0,43.5,Completed
P007599,2026-01-22,AC0050,ACH,HKD,4223.7,False,False,False,False,0,1.5,Completed
P000078,2026-01-23,AC0053,Internal transfer,USD,19234.13,False,False,True,True,72,16.5,Repaired
P000125,2026-01-23,AC0025,Local transfer,EUR,18024.12,False,False,False,False,0,1.5,Completed
P000212,2026-01-23,AC0031,ACH,USD,33463.75,False,False,False,False,0,1.5,Completed
P000214,2026-01-23,AC0001,Local transfer,USD,32552.73,False,True,False,False,0,1.5,Completed
P000311,2026-01-23,AC0005,ACH,USD,7699.64,False,False,False,False,0,1.5,Completed
P000522,2026-01-23,AC0010,Local transfer,USD,9531.95,False,True,False,False,0,1.5,Completed
P000569,2026-01-23,AC0005,Wire,USD,18281.42,True,False,True,False,46,58.5,Repaired
P000814,2026-01-23,AC0049,Wire,USD,4317.44,True,False,False,False,0,43.5,Completed
P000905,2026-01-23,AC0010,Internal transfer,USD,3341.6,False,True,False,False,0,1.5,Completed
P001019,2026-01-23,AC0047,Wire,INR,11991.45,False,False,False,False,0,19.5,Completed
P001207,2026-01-23,AC0008,Tax,USD,10551.75,False,False,False,False,0,1.5,Completed
P001564,2026-01-23,AC0031,Local transfer,USD,6772.53,False,False,False,False,0,1.5,Completed
P001654,2026-01-23,AC0036,Local transfer,SGD,7904.99,False,False,False,False,0,1.5,Completed
P001778,2026-01-23,AC0025,Internal transfer,EUR,6245.66,False,False,False,False,0,1.5,Completed
P001829,2026-01-23,AC0021,Local transfer,EUR,93620.7,False,False,False,False,0,1.5,Completed
P001870,2026-01-23,AC0053,ACH,USD,2913.61,False,False,False,False,0,1.5,Completed
P001886,2026-01-23,AC0021,Payroll,EUR,74520.17,False,True,False,False,0,1.5,Completed
P001891,2026-01-23,AC0007,ACH,USD,7005.22,False,False,False,False,0,1.5,Completed
P001939,2026-01-23,AC0017,Internal transfer,GBP,7899.17,False,True,True,False,31,16.5,Repaired
P001965,2026-01-23,AC0012,Wire,USD,2738.55,True,False,False,False,0,43.5,Completed
P001995,2026-01-23,AC0030,ACH,USD,3473.67,False,True,False,False,0,1.5,Completed
P002016,2026-01-23,AC0025,Local transfer,EUR,2664.43,False,True,False,False,0,1.5,Completed
P002349,2026-01-23,AC0047,ACH,INR,4768.56,False,False,True,False,14,16.5,Repaired
P002385,2026-01-23,AC0011,ACH,USD,6308.67,False,False,False,False,0,1.5,Completed
P002430,2026-01-23,AC0055,Local transfer,USD,2727.31,False,True,False,False,0,1.5,Completed
P002527,2026-01-23,AC0014,Internal transfer,CAD,50724.52,False,False,False,False,0,1.5,Completed
P002891,2026-01-23,AC0019,Payroll,GBP,122433.46,False,False,False,False,0,1.5,Completed
P002898,2026-01-23,AC0017,Wire,GBP,2238.32,True,True,False,True,0,43.5,Completed
P002950,2026-01-23,AC0044,Internal transfer,KRW,10457.25,False,False,False,False,0,1.5,Completed
P003047,2026-01-23,AC0053,Local transfer,USD,14589.09,False,False,False,False,0,1.5,Completed
P003219,2026-01-23,AC0036,Internal transfer,SGD,30310.5,False,False,False,False,0,1.5,Completed
P003318,2026-01-23,AC0050,ACH,HKD,5248.95,False,False,False,False,0,1.5,Completed
P003688,2026-01-23,AC0028,ACH,EUR,5010.54,False,False,False,False,0,1.5,Completed
P003696,2026-01-23,AC0010,ACH,USD,6290.05,False,False,False,False,0,1.5,Completed
P003819,2026-01-23,AC0031,Local transfer,USD,3666.8,False,False,False,False,0,1.5,Completed
P004231,2026-01-23,AC0025,Payroll,EUR,5738.93,False,False,False,False,0,1.5,Completed
P004347,2026-01-23,AC0028,Internal transfer,EUR,2336.45,False,False,False,False,0,1.5,Completed
P004701,2026-01-23,AC0055,Local transfer,USD,6743.97,False,False,False,False,0,1.5,Completed
P004759,2026-01-23,AC0005,Wire,USD,37172.87,True,False,False,False,0,43.5,Completed
P004822,2026-01-23,AC0041,Wire,JPY,9593.03,True,True,False,False,0,43.5,Completed
P005011,2026-01-23,AC0055,ACH,USD,1879.71,False,False,False,False,0,1.5,Completed
P005052,2026-01-23,AC0018,Local transfer,GBP,6960.51,False,False,False,False,0,1.5,Completed
P005131,2026-01-23,AC0017,Internal transfer,GBP,2816.39,False,True,False,False,0,1.5,Completed
P005142,2026-01-23,AC0050,Local transfer,HKD,2669.9,False,True,False,False,0,1.5,Completed
P005292,2026-01-23,AC0021,ACH,EUR,2952.45,False,True,False,False,0,1.5,Completed
P005316,2026-01-23,AC0003,Wire,USD,68420.66,True,True,False,False,0,43.5,Completed
P005331,2026-01-23,AC0001,ACH,USD,12227.5,False,False,True,False,32,16.5,Repaired
P005407,2026-01-23,AC0050,Local transfer,HKD,2829.95,False,True,False,False,0,1.5,Completed
P005418,2026-01-23,AC0047,Internal transfer,INR,27151.24,False,False,False,False,0,1.5,Completed
P005533,2026-01-23,AC0038,Local transfer,USD,13291.94,False,False,False,False,0,1.5,Completed
P005534,2026-01-23,AC0005,Wire,USD,4179.83,True,False,False,False,0,43.5,Completed
P005565,2026-01-23,AC0050,Wire,HKD,34006.57,False,True,True,False,52,34.5,Rejected
P005751,2026-01-23,AC0014,Wire,CAD,14284.4,False,False,False,False,0,19.5,Completed
P005824,2026-01-23,AC0052,Local transfer,HKD,6359.8,False,False,False,False,0,1.5,Completed
P006119,2026-01-23,AC0008,Local transfer,USD,1692.22,False,False,True,False,52,16.5,Repaired
P006162,2026-01-23,AC0021,ACH,EUR,25582.69,False,False,False,False,0,1.5,Completed
P006264,2026-01-23,AC0023,Local transfer,EUR,49697.21,False,False,True,False,22,16.5,Repaired
P006470,2026-01-23,AC0031,Wire,USD,49980.92,True,True,False,False,0,43.5,Completed
P006673,2026-01-23,AC0053,ACH,USD,26639.21,False,True,False,False,0,1.5,Completed
P006694,2026-01-23,AC0053,Internal transfer,USD,16027.56,False,False,False,False,0,1.5,Completed
P006843,2026-01-23,AC0031,Local transfer,USD,15203.15,False,True,False,True,0,1.5,Completed
P007142,2026-01-23,AC0021,Wire,EUR,15453.71,True,False,False,False,0,43.5,Completed
P007148,2026-01-23,AC0010,ACH,USD,15643.25,False,False,False,False,0,1.5,Completed
P007249,2026-01-23,AC0025,Wire,EUR,14093.78,False,True,False,False,0,19.5,Completed
P007357,2026-01-23,AC0034,Internal transfer,USD,15556.16,False,False,False,False,0,1.5,Completed
P007420,2026-01-23,AC0038,Wire,USD,1110.99,False,False,False,False,0,19.5,Completed
P007465,2026-01-23,AC0034,Local transfer,USD,61136.76,False,True,False,False,0,1.5,Completed
P000045,2026-01-26,AC0053,ACH,USD,5220.51,False,False,False,False,0,1.5,Completed
P000062,2026-01-26,AC0031,Wire,USD,5956.49,False,True,False,False,0,19.5,Completed
P000090,2026-01-26,AC0031,Local transfer,USD,125453.21,False,True,False,False,0,1.5,Completed
P000341,2026-01-26,AC0053,Wire,USD,100241.57,True,False,False,False,0,43.5,Completed
P000383,2026-01-26,AC0036,Local transfer,SGD,6290.97,False,False,False,False,0,1.5,Completed
P001114,2026-01-26,AC0005,Internal transfer,USD,13897.95,False,False,False,False,0,1.5,Completed
P001133,2026-01-26,AC0038,Internal transfer,USD,14020.27,False,False,False,False,0,1.5,Completed
P001139,2026-01-26,AC0010,Local transfer,USD,2305.17,False,False,False,False,0,1.5,Completed
P001306,2026-01-26,AC0050,ACH,HKD,26377.08,False,False,False,False,0,1.5,Completed
P001462,2026-01-26,AC0017,Payroll,GBP,28574.53,False,False,False,False,0,1.5,Completed
P001470,2026-01-26,AC0010,Payroll,USD,6582.4,False,True,False,False,0,1.5,Completed
P001561,2026-01-26,AC0025,Local transfer,EUR,11183.46,False,True,False,False,0,1.5,Completed
P001604,2026-01-26,AC0025,ACH,EUR,26326.35,False,False,False,False,0,1.5,Completed
P001751,2026-01-26,AC0031,ACH,USD,21398.07,False,False,False,False,0,1.5,Completed
P001986,2026-01-26,AC0053,Payroll,USD,19415.31,False,False,False,False,0,1.5,Completed
P002033,2026-01-26,AC0047,Local transfer,INR,9239.58,False,False,False,False,0,1.5,Completed
P002081,2026-01-26,AC0041,Payroll,JPY,33393.51,False,False,False,False,0,1.5,Pending
P002174,2026-01-26,AC0010,Local transfer,USD,4766.05,False,False,False,False,0,1.5,Completed
P002377,2026-01-26,AC0041,Payroll,JPY,12375.16,False,False,False,False,0,1.5,Completed
P002571,2026-01-26,AC0014,Payroll,CAD,7719.49,False,False,False,False,0,1.5,Completed
P002670,2026-01-26,AC0028,Tax,EUR,61986.39,False,False,False,False,0,1.5,Completed
P002676,2026-01-26,AC0041,Payroll,JPY,22739.53,False,False,False,False,0,1.5,Completed
P002733,2026-01-26,AC0046,Local transfer,KRW,839.16,False,False,False,False,0,1.5,Completed
P002884,2026-01-26,AC0034,Local transfer,USD,18723.9,False,False,False,False,0,1.5,Completed
P002901,2026-01-26,AC0050,ACH,HKD,2936.74,False,False,False,False,0,1.5,Completed
P003033,2026-01-26,AC0005,Payroll,USD,68457.67,False,False,False,False,0,1.5,Completed
P003048,2026-01-26,AC0012,Internal transfer,USD,29519.0,False,False,False,True,0,1.5,Completed
P003212,2026-01-26,AC0001,Local transfer,USD,16587.62,False,False,False,False,0,1.5,Completed
P003530,2026-01-26,AC0025,Tax,EUR,24347.48,False,False,False,False,0,1.5,Completed
P003536,2026-01-26,AC0017,Wire,GBP,5258.16,False,False,False,False,0,19.5,Completed
P003581,2026-01-26,AC0038,ACH,USD,75619.77,False,False,False,False,0,1.5,Completed
P003594,2026-01-26,AC0041,ACH,JPY,18424.12,False,False,False,False,0,1.5,Completed
P003667,2026-01-26,AC0050,Tax,HKD,18224.68,False,False,False,False,0,1.5,Completed
P003997,2026-01-26,AC0028,ACH,EUR,67664.25,False,False,False,False,0,1.5,Completed
P004025,2026-01-26,AC0031,Internal transfer,USD,8394.88,False,False,False,False,0,1.5,Completed
P004071,2026-01-26,AC0034,Internal transfer,USD,63789.22,False,False,False,False,0,1.5,Completed
P004290,2026-01-26,AC0051,Wire,HKD,5410.35,True,False,True,False,45,58.5,Repaired
P004314,2026-01-26,AC0036,Local transfer,SGD,6160.64,False,False,False,False,0,1.5,Completed
P004457,2026-01-26,AC0022,ACH,EUR,14137.98,False,False,False,False,0,1.5,Completed
P004620,2026-01-26,AC0042,Local transfer,USD,6808.56,False,False,False,False,0,1.5,Completed
P004763,2026-01-26,AC0044,ACH,KRW,4929.82,False,False,False,False,0,1.5,Completed
P004843,2026-01-26,AC0050,Local transfer,HKD,27181.02,False,False,False,False,0,1.5,Completed
P004943,2026-01-26,AC0041,Local transfer,JPY,8771.44,False,True,False,False,0,1.5,Completed
P004963,2026-01-26,AC0021,Wire,EUR,15093.59,True,False,True,False,40,58.5,Repaired
P005000,2026-01-26,AC0017,Local transfer,GBP,4537.87,False,True,False,False,0,1.5,Completed
P005022,2026-01-26,AC0010,Local transfer,USD,40861.16,False,True,False,False,0,1.5,Completed
P005133,2026-01-26,AC0044,Wire,KRW,13985.05,True,False,True,False,19,58.5,Repaired
P005173,2026-01-26,AC0049,Local transfer,USD,17821.74,False,False,False,False,0,1.5,Completed
P005194,2026-01-26,AC0028,Tax,EUR,11209.09,False,False,False,False,0,1.5,Completed
P005220,2026-01-26,AC0047,Wire,INR,6985.67,True,False,True,False,36,58.5,Repaired
P005330,2026-01-26,AC0054,Local transfer,USD,4049.86,False,False,False,False,0,1.5,Completed
P005374,2026-01-26,AC0042,ACH,USD,90272.6,False,False,False,False,0,1.5,Completed
P005750,2026-01-26,AC0053,Local transfer,USD,4689.34,False,True,False,False,0,1.5,Completed
P005790,2026-01-26,AC0010,ACH,USD,7801.06,False,True,True,False,40,16.5,Rejected
P005875,2026-01-26,AC0001,ACH,USD,11556.88,False,True,False,False,0,1.5,Completed
P006032,2026-01-26,AC0025,Local transfer,EUR,2214.89,False,False,False,False,0,1.5,Completed
P006227,2026-01-26,AC0005,ACH,USD,24346.02,False,False,False,False,0,1.5,Completed
P006539,2026-01-26,AC0015,ACH,CAD,7180.42,False,False,False,False,0,1.5,Completed
P006572,2026-01-26,AC0050,Local transfer,HKD,43254.15,False,False,False,False,0,1.5,Completed
P006581,2026-01-26,AC0039,Wire,AUD,1353.17,False,True,False,False,0,19.5,Completed
P006610,2026-01-26,AC0031,ACH,USD,12621.69,False,False,False,False,0,1.5,Completed
P006654,2026-01-26,AC0002,Payroll,USD,107196.05,False,True,False,True,0,1.5,Completed
P006761,2026-01-26,AC0045,Local transfer,KRW,16243.43,False,False,False,False,0,1.5,Completed
P006811,2026-01-26,AC0021,Wire,EUR,132024.3,True,False,False,False,0,43.5,Completed
P006878,2026-01-26,AC0051,Tax,HKD,53801.52,False,False,False,False,0,1.5,Completed
P006901,2026-01-26,AC0017,Tax,GBP,87064.61,False,True,False,False,0,1.5,Completed
P006998,2026-01-26,AC0028,ACH,EUR,12902.9,False,False,False,False,0,1.5,Completed
P007252,2026-01-26,AC0014,Local transfer,CAD,395181.46,False,False,False,False,0,1.5,Completed
P007460,2026-01-26,AC0010,Local transfer,USD,24870.41,False,True,False,False,0,1.5,Completed
P000049,2026-01-27,AC0021,Local transfer,EUR,8094.23,False,False,False,False,0,1.5,Completed
P000262,2026-01-27,AC0020,Local transfer,GBP,6774.9,False,False,False,False,0,1.5,Completed
P000333,2026-01-27,AC0028,Internal transfer,EUR,14734.15,False,False,False,False,0,1.5,Completed
P000358,2026-01-27,AC0017,Internal transfer,GBP,5921.08,False,False,False,False,0,1.5,Completed
