date,entity_id,entity_name,region,account_count,positive_account_count,negative_account_count,gross_account_positive_available_usd,gross_account_negative_available_usd,entity_net_estimated_available_usd,within_entity_mixed_sign_flag,entity_net_deficit_flag,evidence_label,decision_boundary
2026-02-03,E005,Aurelius UK,EMEA,4,4,0,4665444.1088149445,0.0,4665444.1088149445,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-03,E006,Aurelius Germany,EMEA,4,4,0,8320624.215932449,0.0,8320624.215932449,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-03,E007,Aurelius France,EMEA,3,2,1,1198119.0800586962,-1056528.0935244008,141590.98653429537,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-03,E008,Aurelius Netherlands,EMEA,3,3,0,5974625.374639439,0.0,5974625.374639439,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-03,E009,Aurelius Spain,EMEA,3,3,0,4048105.531053787,0.0,4048105.531053787,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-03,E010,Aurelius Singapore,APAC,4,3,1,1194356.105564715,-966375.87,227980.2355647152,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-03,E011,Aurelius Australia,APAC,3,3,0,7697157.311323468,0.0,7697157.311323468,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-03,E012,Aurelius Japan,APAC,3,3,0,559664.5612892105,0.0,559664.5612892105,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-03,E013,Aurelius Korea,APAC,3,3,0,3036.38578425,0.0,3036.38578425,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-03,E014,Aurelius India,APAC,3,3,0,545279.8585500304,0.0,545279.8585500304,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-03,E015,Aurelius Hong Kong,APAC,3,3,0,431143.8609719611,0.0,431143.8609719611,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-03,E016,Aurelius Global Sourcing,APAC,3,3,0,2852598.03,0.0,2852598.03,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-04,E001,Aurelius Group Holdings,NA,4,4,0,4256177.13,0.0,4256177.13,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-04,E002,Aurelius Home US,NA,5,5,0,7030432.33,0.0,7030432.33,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-04,E003,Aurelius Wellness US,NA,4,4,0,6872581.87,0.0,6872581.87,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-04,E004,Aurelius Canada,NA,3,3,0,2353883.49893594,0.0,2353883.49893594,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-04,E005,Aurelius UK,EMEA,4,4,0,5089111.000002782,0.0,5089111.000002782,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-04,E006,Aurelius Germany,EMEA,4,4,0,8705809.985588964,0.0,8705809.985588964,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-04,E007,Aurelius France,EMEA,3,2,1,1239421.2063737453,-1184404.3120774894,55016.894296255894,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-04,E008,Aurelius Netherlands,EMEA,3,3,0,5645275.963234615,0.0,5645275.963234615,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-04,E009,Aurelius Spain,EMEA,3,3,0,4039177.9660925632,0.0,4039177.9660925632,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-04,E010,Aurelius Singapore,APAC,4,3,1,1103706.395331892,-1049346.59,54359.80533189191,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-04,E011,Aurelius Australia,APAC,3,3,0,7345478.286744899,0.0,7345478.286744899,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-04,E012,Aurelius Japan,APAC,3,3,0,457445.51011748635,0.0,457445.51011748635,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-04,E013,Aurelius Korea,APAC,3,3,0,2635.9455040823996,0.0,2635.9455040823996,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-04,E014,Aurelius India,APAC,3,3,0,501053.3265453018,0.0,501053.3265453018,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-04,E015,Aurelius Hong Kong,APAC,3,3,0,426388.05322142586,0.0,426388.05322142586,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-04,E016,Aurelius Global Sourcing,APAC,3,3,0,2861176.71,0.0,2861176.71,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-05,E001,Aurelius Group Holdings,NA,4,4,0,3868015.96,0.0,3868015.96,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-05,E002,Aurelius Home US,NA,5,5,0,7306363.47,0.0,7306363.47,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-05,E003,Aurelius Wellness US,NA,4,4,0,6686349.52,0.0,6686349.52,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-05,E004,Aurelius Canada,NA,3,3,0,2169432.1935798028,0.0,2169432.1935798028,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-05,E005,Aurelius UK,EMEA,4,4,0,4949059.672419174,0.0,4949059.672419174,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-05,E006,Aurelius Germany,EMEA,4,4,0,8706240.892431336,0.0,8706240.892431336,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-05,E007,Aurelius France,EMEA,3,2,1,1479129.5915443355,-1127927.8587804756,351201.7327638599,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-05,E008,Aurelius Netherlands,EMEA,3,3,0,6678141.311417305,0.0,6678141.311417305,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-05,E009,Aurelius Spain,EMEA,3,3,0,3752154.4070539894,0.0,3752154.4070539894,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-05,E010,Aurelius Singapore,APAC,4,3,1,1282033.0959323824,-886315.51,395717.58593238227,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-05,E011,Aurelius Australia,APAC,3,3,0,7840778.914994851,0.0,7840778.914994851,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-05,E012,Aurelius Japan,APAC,3,3,0,424649.8042953913,0.0,424649.8042953913,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-05,E013,Aurelius Korea,APAC,3,3,0,3074.2426144521,0.0,3074.2426144521,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-05,E014,Aurelius India,APAC,3,3,0,581447.5133999807,0.0,581447.5133999807,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-05,E015,Aurelius Hong Kong,APAC,3,3,0,444643.46895478404,0.0,444643.46895478404,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-05,E016,Aurelius Global Sourcing,APAC,3,3,0,2824747.2399999998,0.0,2824747.2399999998,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-06,E001,Aurelius Group Holdings,NA,4,4,0,3468890.17,0.0,3468890.17,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-06,E002,Aurelius Home US,NA,5,5,0,7956132.6,0.0,7956132.6,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-06,E003,Aurelius Wellness US,NA,4,4,0,5955118.06,0.0,5955118.06,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-06,E004,Aurelius Canada,NA,3,3,0,2282056.1402646103,0.0,2282056.1402646103,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-06,E005,Aurelius UK,EMEA,4,4,0,5054194.549277094,0.0,5054194.549277094,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-06,E006,Aurelius Germany,EMEA,4,4,0,8810431.976960862,0.0,8810431.976960862,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-06,E007,Aurelius France,EMEA,3,2,1,1395164.7144814515,-1302958.2712671126,92206.44321433897,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-06,E008,Aurelius Netherlands,EMEA,3,3,0,7191651.529516615,0.0,7191651.529516615,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-06,E009,Aurelius Spain,EMEA,3,3,0,3370115.1777425427,0.0,3370115.1777425427,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-06,E010,Aurelius Singapore,APAC,4,3,1,1290676.581484894,-1018183.4,272493.18148489395,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-06,E011,Aurelius Australia,APAC,3,3,0,7820212.182166964,0.0,7820212.182166964,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-06,E012,Aurelius Japan,APAC,3,3,0,526434.573332922,0.0,526434.573332922,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-06,E013,Aurelius Korea,APAC,3,3,0,2955.8053939850997,0.0,2955.8053939850997,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-06,E014,Aurelius India,APAC,3,3,0,528880.3684069192,0.0,528880.3684069192,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-06,E015,Aurelius Hong Kong,APAC,3,3,0,448154.6603142924,0.0,448154.6603142924,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-06,E016,Aurelius Global Sourcing,APAC,3,3,0,2450109.76,0.0,2450109.76,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-07,E001,Aurelius Group Holdings,NA,4,4,0,3674065.51,0.0,3674065.51,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-07,E002,Aurelius Home US,NA,5,5,0,7660326.97,0.0,7660326.97,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-07,E003,Aurelius Wellness US,NA,4,4,0,8134364.59,0.0,8134364.59,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-07,E004,Aurelius Canada,NA,3,3,0,2343585.8188858293,0.0,2343585.8188858293,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-07,E005,Aurelius UK,EMEA,4,4,0,5031333.284486157,0.0,5031333.284486157,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-07,E006,Aurelius Germany,EMEA,4,4,0,8214653.39707795,0.0,8214653.39707795,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-07,E007,Aurelius France,EMEA,3,2,1,1207979.5034280187,-1276481.4584528469,-68501.95502482809,True,True,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-07,E008,Aurelius Netherlands,EMEA,3,3,0,5759001.572423444,0.0,5759001.572423444,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-07,E009,Aurelius Spain,EMEA,3,3,0,3659488.2048020954,0.0,3659488.2048020954,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-07,E010,Aurelius Singapore,APAC,4,3,1,1220366.207030739,-853922.82,366443.38703073893,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-07,E011,Aurelius Australia,APAC,3,3,0,7300131.841380275,0.0,7300131.841380275,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-07,E012,Aurelius Japan,APAC,3,3,0,576170.2005965143,0.0,576170.2005965143,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-07,E013,Aurelius Korea,APAC,3,3,0,3317.3566561222,0.0,3317.3566561222,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-07,E014,Aurelius India,APAC,3,3,0,576049.371746802,0.0,576049.371746802,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-07,E015,Aurelius Hong Kong,APAC,3,3,0,492045.21856092935,0.0,492045.21856092935,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-07,E016,Aurelius Global Sourcing,APAC,3,3,0,2513061.8,0.0,2513061.8,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-08,E001,Aurelius Group Holdings,NA,4,4,0,3250968.8200000003,0.0,3250968.8200000003,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-08,E002,Aurelius Home US,NA,5,5,0,8252755.39,0.0,8252755.39,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-08,E003,Aurelius Wellness US,NA,4,4,0,7725852.899999999,0.0,7725852.899999999,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-08,E004,Aurelius Canada,NA,3,3,0,2413788.5336438455,0.0,2413788.5336438455,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-08,E005,Aurelius UK,EMEA,4,4,0,4377259.592346152,0.0,4377259.592346152,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-08,E006,Aurelius Germany,EMEA,4,4,0,8537829.584644472,0.0,8537829.584644472,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-08,E007,Aurelius France,EMEA,3,2,1,1264462.8707530824,-1051666.7934069044,212796.077346178,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-08,E008,Aurelius Netherlands,EMEA,3,3,0,5649341.267508288,0.0,5649341.267508288,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-08,E009,Aurelius Spain,EMEA,3,3,0,3717343.413531575,0.0,3717343.413531575,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-08,E010,Aurelius Singapore,APAC,4,3,1,1413753.607218436,-583880.59,829873.017218436,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-08,E011,Aurelius Australia,APAC,3,3,0,7155578.331474676,0.0,7155578.331474676,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-08,E012,Aurelius Japan,APAC,3,3,0,657028.8116087143,0.0,657028.8116087143,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-08,E013,Aurelius Korea,APAC,3,3,0,3552.9398339582003,0.0,3552.9398339582003,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-08,E014,Aurelius India,APAC,3,3,0,497478.439430989,0.0,497478.439430989,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-08,E015,Aurelius Hong Kong,APAC,3,3,0,520085.56207977596,0.0,520085.56207977596,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-08,E016,Aurelius Global Sourcing,APAC,3,3,0,3176112.91,0.0,3176112.91,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-09,E001,Aurelius Group Holdings,NA,4,4,0,3435827.2399999998,0.0,3435827.2399999998,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-09,E002,Aurelius Home US,NA,5,5,0,7132582.17,0.0,7132582.17,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-09,E003,Aurelius Wellness US,NA,4,4,0,8080990.97,0.0,8080990.97,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-09,E004,Aurelius Canada,NA,3,3,0,2424185.493088944,0.0,2424185.493088944,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-09,E005,Aurelius UK,EMEA,4,4,0,4480147.433234558,0.0,4480147.433234558,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-09,E006,Aurelius Germany,EMEA,4,4,0,8593508.981394961,0.0,8593508.981394961,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-09,E007,Aurelius France,EMEA,3,2,1,1083687.127377558,-1027052.802473521,56634.32490403706,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-09,E008,Aurelius Netherlands,EMEA,3,3,0,5946866.097513273,0.0,5946866.097513273,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-09,E009,Aurelius Spain,EMEA,3,3,0,4030543.830506441,0.0,4030543.830506441,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-09,E010,Aurelius Singapore,APAC,4,3,1,1301025.6110555304,-813474.57,487551.0410555304,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-09,E011,Aurelius Australia,APAC,3,3,0,7529893.535939968,0.0,7529893.535939968,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-09,E012,Aurelius Japan,APAC,3,3,0,624730.2873923955,0.0,624730.2873923955,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-09,E013,Aurelius Korea,APAC,3,3,0,3501.2716569768004,0.0,3501.2716569768004,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-09,E014,Aurelius India,APAC,3,3,0,491724.5724196492,0.0,491724.5724196492,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-09,E015,Aurelius Hong Kong,APAC,3,3,0,452423.25743345224,0.0,452423.25743345224,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-09,E016,Aurelius Global Sourcing,APAC,3,3,0,2887375.3200000003,0.0,2887375.3200000003,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-10,E001,Aurelius Group Holdings,NA,4,4,0,4120982.46,0.0,4120982.46,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-10,E002,Aurelius Home US,NA,5,5,0,7044185.91,0.0,7044185.91,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-10,E003,Aurelius Wellness US,NA,4,4,0,7249943.0,0.0,7249943.0,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-10,E004,Aurelius Canada,NA,3,3,0,2375041.8610909944,0.0,2375041.8610909944,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-10,E005,Aurelius UK,EMEA,4,4,0,4740171.092925228,0.0,4740171.092925228,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-10,E006,Aurelius Germany,EMEA,4,4,0,8606477.363672031,0.0,8606477.363672031,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-10,E007,Aurelius France,EMEA,3,2,1,1253686.4909766477,-1191847.2474752907,61839.243501357036,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-10,E008,Aurelius Netherlands,EMEA,3,3,0,5896150.635467465,0.0,5896150.635467465,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-10,E009,Aurelius Spain,EMEA,3,3,0,4497447.329348162,0.0,4497447.329348162,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-10,E010,Aurelius Singapore,APAC,4,3,1,1215700.6724022266,-914043.77,301656.9024022265,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-10,E011,Aurelius Australia,APAC,3,3,0,7408926.400966004,0.0,7408926.400966004,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-10,E012,Aurelius Japan,APAC,3,3,0,592271.305412517,0.0,592271.305412517,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-10,E013,Aurelius Korea,APAC,3,3,0,2956.5833915982,0.0,2956.5833915982,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-10,E014,Aurelius India,APAC,3,3,0,453808.08954376506,0.0,453808.08954376506,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-10,E015,Aurelius Hong Kong,APAC,3,3,0,433580.7204242925,0.0,433580.7204242925,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-10,E016,Aurelius Global Sourcing,APAC,3,3,0,2836877.25,0.0,2836877.25,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-11,E001,Aurelius Group Holdings,NA,4,4,0,3636272.98,0.0,3636272.98,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-11,E002,Aurelius Home US,NA,5,5,0,6915808.56,0.0,6915808.56,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-11,E003,Aurelius Wellness US,NA,4,4,0,7371268.859999999,0.0,7371268.859999999,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-11,E004,Aurelius Canada,NA,3,3,0,2417007.13654257,0.0,2417007.13654257,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-11,E005,Aurelius UK,EMEA,4,4,0,4681611.615297562,0.0,4681611.615297562,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-11,E006,Aurelius Germany,EMEA,4,4,0,8501034.680206344,0.0,8501034.680206344,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-11,E007,Aurelius France,EMEA,3,2,1,1429099.277469219,-1192819.4174497244,236279.8600194945,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-11,E008,Aurelius Netherlands,EMEA,3,3,0,6112202.891636721,0.0,6112202.891636721,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-11,E009,Aurelius Spain,EMEA,3,3,0,3610324.5283406433,0.0,3610324.5283406433,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-11,E010,Aurelius Singapore,APAC,4,3,1,1140458.0601884094,-1043683.42,96774.6401884093,True,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-11,E011,Aurelius Australia,APAC,3,3,0,7536891.466669655,0.0,7536891.466669655,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-11,E012,Aurelius Japan,APAC,3,3,0,408404.8171694712,0.0,408404.8171694712,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-11,E013,Aurelius Korea,APAC,3,3,0,2672.2936697196,0.0,2672.2936697196,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-11,E014,Aurelius India,APAC,3,3,0,446160.3977664728,0.0,446160.3977664728,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-11,E015,Aurelius Hong Kong,APAC,3,3,0,390692.36051033763,0.0,390692.36051033763,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-11,E016,Aurelius Global Sourcing,APAC,3,3,0,2636478.73,0.0,2636478.73,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-12,E001,Aurelius Group Holdings,NA,4,4,0,3770141.48,0.0,3770141.48,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-12,E002,Aurelius Home US,NA,5,5,0,7800948.49,0.0,7800948.49,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
2026-02-12,E003,Aurelius Wellness US,NA,4,4,0,7161131.49,0.0,7161131.49,False,False,ANALYST-CALC,"Entity deficit is an estimated position, not evidence of facility use or avoidable funding cost"
