date,positive_account_count,zero_account_count,negative_account_count,gross_positive_available_usd,gross_negative_available_usd,net_estimated_available_usd,simultaneous_account_positions_flag,gross_positive_to_deficit_ratio,positive_entity_count,zero_entity_count,deficit_entity_count,gross_entity_surplus_usd,gross_entity_deficit_usd,entity_net_estimated_available_usd,simultaneous_entity_positions_flag,evidence_label,decision_boundary
2026-04-24,53,0,2,57638322.30695719,-2129479.900844563,55508842.406112626,True,27.066854345090338,16,0,0,55508842.406112626,0.0,55508842.40611263,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-25,53,0,2,59181159.925827436,-2055047.4280432845,57126112.49778415,True,28.797953331022068,16,0,0,57126112.49778415,0.0,57126112.49778415,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-26,53,0,2,58353472.613075234,-1678853.7605140305,56674618.8525612,True,34.75792471359066,16,0,0,56674618.852561206,0.0,56674618.852561206,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-27,53,0,2,55929618.28035093,-1951008.7945091387,53978609.48584179,True,28.667025201402264,15,0,1,54009814.87134879,-31205.385506999854,53978609.48584179,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-28,53,0,2,54924102.51153802,-2028545.082911464,52895557.42862655,True,27.0756134405001,15,0,1,52999755.20364996,-104197.77502339851,52895557.42862656,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-29,53,0,2,58257173.296750456,-2358562.579141224,55898610.717609234,True,24.700287290219993,14,0,2,56023195.11036234,-124584.39275311242,55898610.71760923,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-30,53,0,2,58813373.37248164,-2396082.3087322344,56417291.0637494,True,24.545639838057046,16,0,0,56417291.0637494,0.0,56417291.0637494,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-01,53,0,2,59094276.297719896,-1987622.9928589943,57106653.304860905,True,29.731129348991264,16,0,0,57106653.304860905,0.0,57106653.304860905,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-02,53,0,2,57862053.95102401,-2004031.9355863798,55858022.01543763,True,28.872820299689273,16,0,0,55858022.01543763,0.0,55858022.01543763,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-03,53,0,2,56773139.309611864,-2123728.702756137,54649410.60685573,True,26.732764517394664,16,0,0,54649410.60685573,0.0,54649410.60685573,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-04,53,0,2,57613441.49087937,-2073827.4197050151,55539614.07117436,True,27.78121310551213,16,0,0,55539614.07117435,0.0,55539614.07117436,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-05,53,0,2,56237431.44117741,-2150505.8461138695,54086925.595063545,True,26.150792169573872,15,0,1,54124200.27004517,-37274.67498162069,54086925.595063545,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-06,53,0,2,56879309.70600164,-2380527.4849691875,54498782.221032456,True,23.89357403564608,16,0,0,54498782.221032456,0.0,54498782.221032456,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-07,53,0,2,58680144.13445029,-2099205.0676266383,56580939.066823654,True,27.953507277301913,16,0,0,56580939.06682365,0.0,56580939.066823654,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-08,53,0,2,58238702.35080412,-2054211.1982152949,56184491.15258882,True,28.350883493090723,16,0,0,56184491.15258883,0.0,56184491.15258882,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-09,53,0,2,58382774.829066254,-1742806.2284042314,56639968.60066202,True,33.4992920483899,16,0,0,56639968.60066202,0.0,56639968.60066202,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-10,53,0,2,56043746.56721801,-1905412.9433281985,54138333.62388981,True,29.412913753659087,16,0,0,54138333.62388982,0.0,54138333.62388982,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-11,53,0,2,57098128.27375883,-1815030.7622988042,55283097.51146002,True,31.458490654693872,16,0,0,55283097.51146002,0.0,55283097.51146002,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-12,53,0,2,57772122.647955306,-1928378.65470525,55843743.99325006,True,29.958910044451667,16,0,0,55843743.99325006,0.0,55843743.99325006,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-13,53,0,2,56987078.16180788,-2252181.2028506882,54734896.958957195,True,25.303060912539692,15,0,1,54778607.47123799,-43710.51228079363,54734896.958957195,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-14,53,0,2,58925107.773852125,-2236668.103489159,56688439.670362964,True,26.34503871268611,16,0,0,56688439.670362964,0.0,56688439.670362964,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-15,53,0,2,57889401.609758265,-2045108.5566499548,55844293.05310831,True,28.306273239883932,16,0,0,55844293.053108305,0.0,55844293.05310831,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-16,53,0,2,59176756.13411443,-1764816.7390579185,57411939.39505651,True,33.53138874107899,16,0,0,57411939.3950565,0.0,57411939.39505651,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-17,53,0,2,58119556.95914355,-1884553.5551005271,56235003.404043026,True,30.83996037249432,16,0,0,56235003.40404302,0.0,56235003.40404302,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-18,53,0,2,59147171.67862615,-1844789.8725349335,57302381.80609121,True,32.06173914937628,16,0,0,57302381.80609121,0.0,57302381.80609121,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-19,53,0,2,57205707.56037291,-2156321.2758142566,55049386.284558654,True,26.529306278245226,16,0,0,55049386.284558654,0.0,55049386.284558654,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-20,53,0,2,56369116.49415862,-2246927.060007226,54122189.434151396,True,25.087203540099487,15,0,1,54146130.744367614,-23941.310216221376,54122189.434151396,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-21,53,0,2,57916789.97820558,-2344571.51261253,55572218.46559305,True,24.70250519834626,16,0,0,55572218.46559305,0.0,55572218.46559305,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-22,53,0,2,59412461.21267579,-2071881.5292678154,57340579.68340797,True,28.67560735177345,16,0,0,57340579.68340797,0.0,57340579.68340797,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-23,53,0,2,57936655.261541024,-1856554.3583479144,56080100.90319311,True,31.206549380593906,16,0,0,56080100.90319311,0.0,56080100.90319311,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-24,53,0,2,57840387.53343633,-1929734.866101472,55910652.667334855,True,29.973230286442305,16,0,0,55910652.667334855,0.0,55910652.667334855,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-25,53,0,2,55812557.83938078,-1945750.210662214,53866807.62871856,True,28.68433858238443,16,0,0,53866807.62871856,0.0,53866807.62871856,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-26,53,0,2,56206941.53413236,-2079279.6021810381,54127661.93195132,True,27.031930422043622,15,0,1,54167164.463074915,-39502.53112359275,54127661.93195133,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-27,53,0,2,57184530.584916905,-2262536.786416448,54921993.798500456,True,25.2745197020595,15,0,1,55112297.936777934,-190304.1382774695,54921993.798500456,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-28,53,0,2,58340175.150494605,-2153629.6758488948,56186545.47464571,True,27.08923256617863,15,0,1,56227704.272132225,-41158.79748651734,56186545.47464571,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-29,53,0,2,56455035.77322706,-2163660.121183061,54291375.65204399,True,26.092377088485684,16,0,0,54291375.652044,0.0,54291375.65204399,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-30,52,1,2,59646709.46883469,-1837288.0630761792,57809421.405758515,True,32.464538722887006,16,0,0,57809421.405758515,0.0,57809421.40575851,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-05-31,53,0,2,57708550.538901515,-1701852.2246447336,56006698.31425678,True,33.90926057105125,16,0,0,56006698.31425678,0.0,56006698.31425678,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-01,53,0,2,57360542.70361879,-2142083.2945437585,55218459.40907502,True,26.77792355214459,15,0,1,55375759.35805561,-157299.94898057973,55218459.40907502,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-02,53,0,2,57358617.031894125,-2078000.8134491914,55280616.218444936,True,27.602788536298416,16,0,0,55280616.21844493,0.0,55280616.218444936,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-03,53,0,2,56940938.2592089,-2194858.000216961,54746080.25899194,True,25.942880247186977,15,0,1,54776629.04434577,-30548.785353832413,54746080.25899194,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-04,53,0,2,57565256.67126329,-2126469.1125001577,55438787.55876313,True,27.07081722131481,16,0,0,55438787.55876313,0.0,55438787.55876313,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-05,53,0,2,57430035.49392014,-2003096.2085171468,55426939.28540299,True,28.670632618507366,16,0,0,55426939.28540299,0.0,55426939.28540299,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-06,53,0,2,58230350.42154756,-2048995.64347898,56181354.77806859,True,28.418972293507917,16,0,0,56181354.77806859,0.0,56181354.77806859,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-07,53,0,2,58724489.450408705,-1851520.0196260787,56872969.43078262,True,31.716907636930834,16,0,0,56872969.43078263,0.0,56872969.43078262,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-08,53,0,2,59221855.20068763,-1766639.5816971848,57455215.61899045,True,33.52231876509529,16,0,0,57455215.61899045,0.0,57455215.61899045,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-09,53,0,2,56469659.37524046,-2262564.779068879,54207094.59617158,True,24.958250874248833,15,0,1,54393041.82491013,-185947.22873854334,54207094.59617158,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-10,53,0,2,57156428.16983176,-2193810.41404783,54962617.75578393,True,26.053494779602058,16,0,0,54962617.75578392,0.0,54962617.75578393,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-11,53,0,2,57332138.23859144,-2049392.168553214,55282746.07003822,True,27.975191433987742,16,0,0,55282746.07003822,0.0,55282746.07003823,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-12,53,0,2,58907570.17556947,-2303232.687431027,56604337.488138445,True,25.57603949311505,16,0,0,56604337.48813844,0.0,56604337.488138445,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-13,53,0,2,57015387.80640654,-1920354.4215975644,55095033.38480897,True,29.69003386311096,16,0,0,55095033.38480897,0.0,55095033.38480897,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-14,53,0,2,57844361.20069605,-2003322.3867583903,55841038.81393766,True,28.874214945650852,15,0,1,55906687.256903425,-65648.44296576222,55841038.81393766,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-15,53,0,2,56542414.477784805,-1916789.3330732705,54625625.14471153,True,29.49850226218023,16,0,0,54625625.14471154,0.0,54625625.14471153,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-16,53,0,2,56735171.42393919,-2337814.506588129,54397356.91735106,True,24.268465810292223,14,0,2,54505584.26923126,-108227.35188019757,54397356.91735106,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-17,53,0,2,56609873.38716243,-2170042.6037909416,54439830.783371486,True,26.08698708876415,15,0,1,54460417.12610103,-20586.34272953897,54439830.783371486,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-18,53,0,2,59545235.4205627,-2239262.15823354,57305973.26232916,True,26.59145343997392,15,0,1,57350040.57013168,-44067.30780251886,57305973.26232916,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-19,53,0,2,59939946.9915094,-1881071.045419177,58058875.94609023,True,31.864796992902736,16,0,0,58058875.94609022,0.0,58058875.94609023,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-20,53,0,2,57498792.89778096,-1917000.0890700081,55581792.808710955,True,29.994152439333103,16,0,0,55581792.808710955,0.0,55581792.808710955,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-21,53,0,2,58163015.88345886,-1719905.3270755345,56443110.55638332,True,33.81756830904011,16,0,0,56443110.55638333,0.0,56443110.55638333,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-22,53,0,2,57059283.428601384,-1991564.5604464947,55067718.86815489,True,28.65048141638406,16,0,0,55067718.86815489,0.0,55067718.86815489,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-23,53,0,2,57899073.3591472,-2284967.3059397526,55614106.05320745,True,25.33912551336689,15,0,1,55652860.98497823,-38754.93177078047,55614106.05320745,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-24,53,0,2,57662480.97874892,-2233435.6949762264,55429045.28377269,True,25.817838010045193,16,0,0,55429045.28377269,0.0,55429045.28377269,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-25,53,0,2,57447800.60878257,-2265777.077812882,55182023.53096969,True,25.354568713457017,16,0,0,55182023.53096969,0.0,55182023.53096969,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-26,53,0,2,59728480.92137978,-1885613.7147504447,57842867.206629336,True,31.675883800667343,16,0,0,57842867.206629336,0.0,57842867.206629336,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-27,53,0,2,59141147.25042537,-1744314.2680067327,57396832.982418634,True,33.905098602448106,16,0,0,57396832.98241864,0.0,57396832.982418634,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-28,53,0,2,58676337.70419051,-1744221.1479075695,56932116.55628294,True,33.640423276934094,16,0,0,56932116.55628294,0.0,56932116.55628294,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-29,53,0,2,59275062.04899762,-2131231.44890646,57143830.60009116,True,27.812587919257574,16,0,0,57143830.60009115,0.0,57143830.60009115,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-06-30,53,0,2,57801215.46343073,-2138293.096116226,55662922.36731451,True,27.031474575873094,15,0,1,55781031.037987016,-118108.67067251028,55662922.36731451,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
