payment_id,date,account_id,entity_id,entity_name,region,currency,bank_name,priority_payment_cohort,exception_flag,repair_minutes
P001497,2026-02-23,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Manual touch + cross-border wire,False,0
P001925,2026-02-23,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Cross-border wire only,False,0
P002050,2026-02-23,AC0030,E008,Aurelius Netherlands,EMEA,USD,Pacific Crown,Neither priority cohort,False,0
P002147,2026-02-23,AC0033,E009,Aurelius Spain,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P002182,2026-02-23,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P002407,2026-02-23,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P002570,2026-02-23,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P002648,2026-02-23,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P002734,2026-02-23,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P002848,2026-02-23,AC0045,E013,Aurelius Korea,APAC,KRW,Pacific Crown,Manual touch only,True,31
P003403,2026-02-23,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P003474,2026-02-23,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P003912,2026-02-23,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Cross-border wire only,False,0
P003934,2026-02-23,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Manual touch only,False,0
P003957,2026-02-23,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P004003,2026-02-23,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P004115,2026-02-23,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Manual touch + cross-border wire,False,0
P004328,2026-02-23,AC0018,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Manual touch only,False,0
P004389,2026-02-23,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Manual touch only,False,0
P004408,2026-02-23,AC0011,E003,Aurelius Wellness US,NA,USD,Continental Trust,Neither priority cohort,False,0
P004514,2026-02-23,AC0049,E014,Aurelius India,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P004723,2026-02-23,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P004794,2026-02-23,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,True,24
P004820,2026-02-23,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Neither priority cohort,False,0
P004898,2026-02-23,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,False,0
P004941,2026-02-23,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P004969,2026-02-23,AC0019,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P005083,2026-02-23,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P005302,2026-02-23,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Manual touch only,False,0
P005447,2026-02-23,AC0020,E005,Aurelius UK,EMEA,GBP,Meridian Commercial,Cross-border wire only,False,0
P005452,2026-02-23,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P005734,2026-02-23,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P005874,2026-02-23,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Cross-border wire only,False,0
P006002,2026-02-23,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,False,0
P006184,2026-02-23,AC0042,E012,Aurelius Japan,APAC,USD,Union Atlantic,Neither priority cohort,False,0
P006187,2026-02-23,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P006232,2026-02-23,AC0023,E006,Aurelius Germany,EMEA,EUR,Northbridge Bank,Neither priority cohort,False,0
P006291,2026-02-23,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Neither priority cohort,False,0
P006859,2026-02-23,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P006948,2026-02-23,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Cross-border wire only,False,0
P007066,2026-02-23,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Cross-border wire only,False,0
P007138,2026-02-23,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Manual touch only,False,0
P007376,2026-02-23,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Manual touch only,True,13
P007404,2026-02-23,AC0022,E006,Aurelius Germany,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P007509,2026-02-23,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P007577,2026-02-23,AC0046,E013,Aurelius Korea,APAC,KRW,Union Atlantic,Manual touch only,False,0
P000029,2026-02-24,AC0002,E001,Aurelius Group Holdings,NA,USD,Pacific Crown,Manual touch only,False,0
P000175,2026-02-24,AC0054,E016,Aurelius Global Sourcing,APAC,USD,Northbridge Bank,Neither priority cohort,False,0
P000233,2026-02-24,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P000284,2026-02-24,AC0051,E015,Aurelius Hong Kong,APAC,HKD,Pacific Crown,Neither priority cohort,False,0
P000746,2026-02-24,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P000916,2026-02-24,AC0048,E014,Aurelius India,APAC,INR,Continental Trust,Neither priority cohort,False,0
P001104,2026-02-24,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Manual touch only,False,0
P001149,2026-02-24,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Cross-border wire only,False,0
P001397,2026-02-24,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P001524,2026-02-24,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Neither priority cohort,False,0
P001563,2026-02-24,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P001638,2026-02-24,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P001673,2026-02-24,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Neither priority cohort,False,0
P001799,2026-02-24,AC0019,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P001903,2026-02-24,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,False,0
P001981,2026-02-24,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,True,30
P002138,2026-02-24,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P002244,2026-02-24,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P002489,2026-02-24,AC0049,E014,Aurelius India,APAC,USD,Pacific Crown,Manual touch only,False,0
P002608,2026-02-24,AC0039,E011,Aurelius Australia,APAC,AUD,Continental Trust,Cross-border wire only,False,0
P003277,2026-02-24,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Manual touch + cross-border wire,False,0
P003282,2026-02-24,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Neither priority cohort,False,0
P003288,2026-02-24,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P003315,2026-02-24,AC0027,E007,Aurelius France,EMEA,EUR,Pacific Crown,Neither priority cohort,False,0
P003378,2026-02-24,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Neither priority cohort,False,0
P003425,2026-02-24,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Manual touch only,False,0
P003496,2026-02-24,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P003617,2026-02-24,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Manual touch only,False,0
P003791,2026-02-24,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Manual touch only,False,0
P003832,2026-02-24,AC0030,E008,Aurelius Netherlands,EMEA,USD,Pacific Crown,Neither priority cohort,False,0
P003860,2026-02-24,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Neither priority cohort,False,0
P003864,2026-02-24,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Neither priority cohort,False,0
P003918,2026-02-24,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P004041,2026-02-24,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P004250,2026-02-24,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Cross-border wire only,False,0
P004403,2026-02-24,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Manual touch only,False,0
P004444,2026-02-24,AC0026,E007,Aurelius France,EMEA,USD,Union Atlantic,Neither priority cohort,False,0
P004482,2026-02-24,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P004504,2026-02-24,AC0018,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Manual touch + cross-border wire,False,0
P004646,2026-02-24,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Cross-border wire only,True,32
P004681,2026-02-24,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Manual touch + cross-border wire,False,0
P004887,2026-02-24,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P005206,2026-02-24,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P005293,2026-02-24,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P005493,2026-02-24,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P005542,2026-02-24,AC0035,E010,Aurelius Singapore,APAC,SGD,Pacific Crown,Neither priority cohort,False,0
P005615,2026-02-24,AC0054,E016,Aurelius Global Sourcing,APAC,USD,Northbridge Bank,Neither priority cohort,False,0
P006028,2026-02-24,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Manual touch + cross-border wire,False,0
P006107,2026-02-24,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P006323,2026-02-24,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P006505,2026-02-24,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,True,48
P006604,2026-02-24,AC0015,E004,Aurelius Canada,NA,CAD,Pacific Crown,Manual touch only,False,0
P006693,2026-02-24,AC0051,E015,Aurelius Hong Kong,APAC,HKD,Pacific Crown,Neither priority cohort,False,0
P006913,2026-02-24,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P007212,2026-02-24,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P000200,2026-02-25,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Neither priority cohort,False,0
P000218,2026-02-25,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Neither priority cohort,False,0
P000542,2026-02-25,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Manual touch only,False,0
P000552,2026-02-25,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Manual touch only,False,0
P000680,2026-02-25,AC0012,E003,Aurelius Wellness US,NA,USD,Northbridge Bank,Manual touch only,False,0
P000686,2026-02-25,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Manual touch only,False,0
P000725,2026-02-25,AC0033,E009,Aurelius Spain,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P000754,2026-02-25,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P001157,2026-02-25,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P001167,2026-02-25,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Manual touch only,False,0
P001226,2026-02-25,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P001261,2026-02-25,AC0003,E001,Aurelius Group Holdings,NA,USD,Meridian Commercial,Manual touch only,False,0
P001266,2026-02-25,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P001340,2026-02-25,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Manual touch only,False,0
P001371,2026-02-25,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Manual touch + cross-border wire,False,0
P001419,2026-02-25,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P001435,2026-02-25,AC0012,E003,Aurelius Wellness US,NA,USD,Northbridge Bank,Neither priority cohort,False,0
P001743,2026-02-25,AC0048,E014,Aurelius India,APAC,INR,Continental Trust,Manual touch only,False,0
P001749,2026-02-25,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Manual touch only,False,0
P001929,2026-02-25,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P002028,2026-02-25,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Cross-border wire only,False,0
P002744,2026-02-25,AC0003,E001,Aurelius Group Holdings,NA,USD,Meridian Commercial,Manual touch only,False,0
P002776,2026-02-25,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Manual touch + cross-border wire,False,0
P002844,2026-02-25,AC0022,E006,Aurelius Germany,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P002853,2026-02-25,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Manual touch only,False,0
P002960,2026-02-25,AC0030,E008,Aurelius Netherlands,EMEA,USD,Pacific Crown,Neither priority cohort,False,0
P003072,2026-02-25,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Neither priority cohort,False,0
P003147,2026-02-25,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Neither priority cohort,False,0
P003164,2026-02-25,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Manual touch only,False,0
P003230,2026-02-25,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Neither priority cohort,False,0
P003625,2026-02-25,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P003671,2026-02-25,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Manual touch only,True,46
P003788,2026-02-25,AC0035,E010,Aurelius Singapore,APAC,SGD,Pacific Crown,Manual touch only,False,0
P003943,2026-02-25,AC0030,E008,Aurelius Netherlands,EMEA,USD,Pacific Crown,Neither priority cohort,False,0
P004080,2026-02-25,AC0052,E015,Aurelius Hong Kong,APAC,HKD,Continental Trust,Neither priority cohort,False,0
P004083,2026-02-25,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Manual touch only,False,0
P004192,2026-02-25,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Manual touch + cross-border wire,False,0
P004256,2026-02-25,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P004415,2026-02-25,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P004448,2026-02-25,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Manual touch + cross-border wire,False,0
P004538,2026-02-25,AC0019,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P004588,2026-02-25,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P004594,2026-02-25,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Manual touch only,False,0
P004629,2026-02-25,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Manual touch + cross-border wire,False,0
P004713,2026-02-25,AC0023,E006,Aurelius Germany,EMEA,EUR,Northbridge Bank,Manual touch only,False,0
P004883,2026-02-25,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Manual touch only,False,0
P005019,2026-02-25,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P005055,2026-02-25,AC0008,E002,Aurelius Home US,NA,USD,Pacific Crown,Manual touch only,False,0
P005068,2026-02-25,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P005185,2026-02-25,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P005237,2026-02-25,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P005327,2026-02-25,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P005850,2026-02-25,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P005893,2026-02-25,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Cross-border wire only,False,0
P006016,2026-02-25,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Manual touch only,False,0
P006030,2026-02-25,AC0046,E013,Aurelius Korea,APAC,KRW,Union Atlantic,Manual touch only,False,0
P006052,2026-02-25,AC0008,E002,Aurelius Home US,NA,USD,Pacific Crown,Neither priority cohort,False,0
P006394,2026-02-25,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Manual touch only,False,0
P006424,2026-02-25,AC0036,E010,Aurelius Singapore,APAC,SGD,Continental Trust,Manual touch only,False,0
P006559,2026-02-25,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P006598,2026-02-25,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P006650,2026-02-25,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Cross-border wire only,False,0
P006782,2026-02-25,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P007446,2026-02-25,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P007456,2026-02-25,AC0052,E015,Aurelius Hong Kong,APAC,HKD,Continental Trust,Neither priority cohort,False,0
P000255,2026-02-26,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Neither priority cohort,False,0
P000494,2026-02-26,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P000868,2026-02-26,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Manual touch only,False,0
P001070,2026-02-26,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Neither priority cohort,False,0
P001074,2026-02-26,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Manual touch + cross-border wire,False,0
P001078,2026-02-26,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P001099,2026-02-26,AC0054,E016,Aurelius Global Sourcing,APAC,USD,Northbridge Bank,Neither priority cohort,False,0
P001174,2026-02-26,AC0012,E003,Aurelius Wellness US,NA,USD,Northbridge Bank,Neither priority cohort,False,0
P001271,2026-02-26,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P001519,2026-02-26,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P001549,2026-02-26,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Manual touch only,False,0
P001636,2026-02-26,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P001797,2026-02-26,AC0046,E013,Aurelius Korea,APAC,KRW,Union Atlantic,Manual touch only,True,51
P001908,2026-02-26,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Cross-border wire only,False,0
P001926,2026-02-26,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P002148,2026-02-26,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Neither priority cohort,False,0
P002154,2026-02-26,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P002261,2026-02-26,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P002511,2026-02-26,AC0012,E003,Aurelius Wellness US,NA,USD,Northbridge Bank,Neither priority cohort,False,0
P002543,2026-02-26,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P002548,2026-02-26,AC0006,E002,Aurelius Home US,NA,USD,Pacific Crown,Neither priority cohort,False,0
P002625,2026-02-26,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P002839,2026-02-26,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P003013,2026-02-26,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P003044,2026-02-26,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Manual touch only,True,30
P003231,2026-02-26,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Neither priority cohort,False,0
P003252,2026-02-26,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Manual touch only,False,0
P003331,2026-02-26,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Manual touch only,True,15
P003504,2026-02-26,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P003627,2026-02-26,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P003682,2026-02-26,AC0003,E001,Aurelius Group Holdings,NA,USD,Meridian Commercial,Manual touch only,True,74
P003709,2026-02-26,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P003730,2026-02-26,AC0016,E004,Aurelius Canada,NA,CAD,Meridian Commercial,Manual touch only,False,0
P004156,2026-02-26,AC0016,E004,Aurelius Canada,NA,CAD,Meridian Commercial,Neither priority cohort,False,0
P004185,2026-02-26,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P004237,2026-02-26,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P004651,2026-02-26,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Neither priority cohort,False,0
P005004,2026-02-26,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Neither priority cohort,False,0
P005645,2026-02-26,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Cross-border wire only,False,0
P005680,2026-02-26,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P005738,2026-02-26,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P005757,2026-02-26,AC0012,E003,Aurelius Wellness US,NA,USD,Northbridge Bank,Neither priority cohort,False,0
P005844,2026-02-26,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Manual touch only,True,49
P006012,2026-02-26,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P006122,2026-02-26,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P006409,2026-02-26,AC0012,E003,Aurelius Wellness US,NA,USD,Northbridge Bank,Neither priority cohort,False,0
P006468,2026-02-26,AC0027,E007,Aurelius France,EMEA,EUR,Pacific Crown,Neither priority cohort,False,0
P006476,2026-02-26,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Manual touch only,True,32
P006574,2026-02-26,AC0054,E016,Aurelius Global Sourcing,APAC,USD,Northbridge Bank,Neither priority cohort,False,0
P006707,2026-02-26,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P006714,2026-02-26,AC0006,E002,Aurelius Home US,NA,USD,Pacific Crown,Neither priority cohort,False,0
P006804,2026-02-26,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Manual touch + cross-border wire,False,0
P007063,2026-02-26,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Neither priority cohort,False,0
P007166,2026-02-26,AC0042,E012,Aurelius Japan,APAC,USD,Union Atlantic,Neither priority cohort,False,0
P007228,2026-02-26,AC0036,E010,Aurelius Singapore,APAC,SGD,Continental Trust,Neither priority cohort,False,0
P007273,2026-02-26,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P007590,2026-02-26,AC0016,E004,Aurelius Canada,NA,CAD,Meridian Commercial,Neither priority cohort,False,0
P000219,2026-02-27,AC0049,E014,Aurelius India,APAC,USD,Pacific Crown,Manual touch only,False,0
P000270,2026-02-27,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Neither priority cohort,False,0
P000441,2026-02-27,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Manual touch + cross-border wire,False,0
P000672,2026-02-27,AC0012,E003,Aurelius Wellness US,NA,USD,Northbridge Bank,Neither priority cohort,False,0
P000886,2026-02-27,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P001412,2026-02-27,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,False,0
P001473,2026-02-27,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Manual touch only,False,0
P001482,2026-02-27,AC0039,E011,Aurelius Australia,APAC,AUD,Continental Trust,Neither priority cohort,False,0
P001506,2026-02-27,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P001713,2026-02-27,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Cross-border wire only,False,0
P001844,2026-02-27,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Cross-border wire only,False,0
P002164,2026-02-27,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Manual touch only,False,0
P002401,2026-02-27,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Manual touch only,False,0
P002458,2026-02-27,AC0023,E006,Aurelius Germany,EMEA,EUR,Northbridge Bank,Neither priority cohort,False,0
P002758,2026-02-27,AC0039,E011,Aurelius Australia,APAC,AUD,Continental Trust,Neither priority cohort,False,0
P002803,2026-02-27,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P002842,2026-02-27,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P002902,2026-02-27,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P003125,2026-02-27,AC0016,E004,Aurelius Canada,NA,CAD,Meridian Commercial,Neither priority cohort,False,0
P003200,2026-02-27,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P003439,2026-02-27,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,True,56
