date,net_closing_usd,gross_positive_closing_usd,gross_negative_closing_usd,net_estimated_available_usd,gross_positive_estimated_available_usd,gross_negative_estimated_available_usd,preliminarily_restricted_positive_available_usd,preliminarily_unflagged_positive_available_usd,delayed_positive_available_usd,evidence_label,decision_boundary
2026-05-02,60652959.68341396,62656991.61900034,-2004031.9355863798,55858022.01543763,57862053.95102401,-2004031.9355863798,9172940.345649572,48689113.60537444,26340172.07507261,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-03,58694572.702026874,60818301.40478301,-2123728.702756137,54649410.60685573,56773139.309611864,-2123728.702756137,8572566.129924936,48200573.17968693,25164118.630904227,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-04,58980149.30638539,61053976.7260904,-2073827.4197050151,55539614.07117436,57613441.49087937,-2073827.4197050151,8349806.88247247,49263634.6084069,25436493.30425831,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-05,58196886.82719645,60347392.67331032,-2150505.8461138695,54086925.595063545,56237431.44117741,-2150505.8461138695,8099255.076786581,48138176.364390835,24755745.239767183,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-06,58852664.72993634,61233192.21490553,-2380527.4849691875,54498782.221032456,56879309.70600164,-2380527.4849691875,8413003.913824845,48466305.7921768,25859881.048177347,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-07,60489108.746607065,62588313.814233705,-2099205.0676266383,56580939.066823654,58680144.13445029,-2099205.0676266383,8530191.590354966,50149952.54409532,26294231.98910684,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-08,60456734.47634394,62510945.67455923,-2054211.1982152949,56184491.15258882,58238702.35080412,-2054211.1982152949,8974277.887120532,49264424.46368359,27141166.8372117,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-09,60532179.71134698,62274985.93975121,-1742806.2284042314,56639968.60066202,58382774.829066254,-1742806.2284042314,8824363.89825055,49558410.930815704,26793917.56251679,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-10,58033612.45717585,59939025.40050405,-1905412.9433281985,54138333.62388981,56043746.56721801,-1905412.9433281985,8620876.632632222,47422869.93458579,25654871.540545497,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-11,58944500.82011443,60759531.58241323,-1815030.7622988042,55283097.51146002,57098128.27375883,-1815030.7622988042,8497578.533917762,48600549.73984107,25775842.017893333,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-12,59345518.123799875,61273896.778505124,-1928378.65470525,55843743.99325006,57772122.647955306,-1928378.65470525,8348200.021514799,49423922.6264405,25884452.478199914,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-13,58600535.51133069,60852716.71418137,-2252181.2028506882,54734896.958957195,56987078.16180788,-2252181.2028506882,8543954.149858698,48443124.01194918,24274759.35009288,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-14,60555155.50199939,62791823.605488546,-2236668.103489159,56688439.670362964,58925107.773852125,-2236668.103489159,8725040.31368705,50200067.460165076,26170290.680796023,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-15,59913606.27768447,61958714.83433443,-2045108.5566499548,55844293.05310831,57889401.609758265,-2045108.5566499548,9073134.359661657,48816267.250096604,26356306.8162495,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-16,61340615.97936772,63105432.71842564,-1764816.7390579185,57411939.39505651,59176756.13411443,-1764816.7390579185,9133537.536675848,50043218.59743858,27000687.73846487,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-17,59590919.35506045,61475472.91016098,-1884553.5551005271,56235003.404043026,58119556.95914355,-1884553.5551005271,8910631.869808042,49208925.08933551,25615547.33143011,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-18,60595616.46976216,62440406.34229709,-1844789.8725349335,57302381.80609121,59147171.67862615,-1844789.8725349335,8743848.750735695,50403322.92789045,26527929.871786173,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-19,58380569.99893907,60536891.274753325,-2156321.2758142566,55049386.284558654,57205707.56037291,-2156321.2758142566,8164398.225386428,49041309.334986486,26340688.99002238,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-20,58674106.16596021,60921033.22596744,-2246927.060007226,54122189.434151396,56369116.49415862,-2246927.060007226,8144801.800188765,48224314.69396985,24776874.02718173,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-21,59716275.718219884,62060847.23083241,-2344571.51261253,55572218.46559305,57916789.97820558,-2344571.51261253,8555575.522679182,49361214.4555264,26289556.02109833,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-22,61100422.16646045,63172303.695728265,-2071881.5292678154,57340579.68340797,59412461.21267579,-2071881.5292678154,9333353.1315377,50079108.08113808,26860542.524806604,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-23,59909781.42200866,61766335.78035658,-1856554.3583479144,56080100.90319311,57936655.261541024,-1856554.3583479144,8744279.06745495,49192376.19408607,25453885.630677827,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-24,60111618.74347351,62041353.60957498,-1929734.866101472,55910652.667334855,57840387.53343633,-1929734.866101472,8860584.770472035,48979802.76296429,24066405.898644738,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-25,58278925.70526756,60224675.91592978,-1945750.210662214,53866807.62871856,55812557.83938078,-1945750.210662214,8108252.617397063,47704305.22198371,24021178.53538883,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-26,58474972.6631777,60554252.26535873,-2079279.6021810381,54127661.93195132,56206941.53413236,-2079279.6021810381,8061235.2852513185,48145706.24888104,25299436.645058136,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-27,58485438.07704868,60747974.86346513,-2262536.786416448,54921993.798500456,57184530.584916905,-2262536.786416448,8438996.843815595,48745533.74110131,25930886.711363766,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-28,60645472.94389484,62799102.619743735,-2153629.6758488948,56186545.47464571,58340175.150494605,-2153629.6758488948,8814079.886449909,49526095.264044695,26713629.02136103,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-29,58683818.979316585,60847479.100499645,-2163660.121183061,54291375.65204399,56455035.77322706,-2163660.121183061,8960938.442785693,47494097.33044136,25840764.22487657,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-30,61848507.53701142,63685795.6000876,-1837288.0630761792,57809421.405758515,59646709.46883469,-1837288.0630761792,9085764.572735667,50560944.89609902,27199084.26315577,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-05-31,60261179.04297693,61963031.267621666,-1701852.2246447336,56006698.31425678,57708550.538901515,-1701852.2246447336,8584794.154283706,49123756.384617805,25996970.42978461,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-01,58893550.55951155,61035633.85405531,-2142083.2945437585,55218459.40907502,57360542.70361879,-2142083.2945437585,8062438.168282798,49298104.53533599,25452790.973616134,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-02,59142737.66606461,61220738.47951381,-2078000.8134491914,55280616.218444936,57358617.031894125,-2078000.8134491914,8419255.427687166,48939361.60420696,26226957.743905555,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-03,58660847.057494774,60855705.057711735,-2194858.000216961,54746080.25899194,56940938.2592089,-2194858.000216961,8446066.896272019,48494871.362936884,25369698.088202998,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-04,58972051.87392536,61098520.98642552,-2126469.1125001577,55438787.55876313,57565256.67126329,-2126469.1125001577,8598380.300695114,48966876.37056818,26783437.67910608,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-05,59930071.0608714,61933167.26938855,-2003096.2085171468,55426939.28540299,57430035.49392014,-2003096.2085171468,8691667.953641282,48738367.54027885,25577064.8250072,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-06,60061212.37492254,62110208.01840152,-2048995.64347898,56181354.77806859,58230350.42154756,-2048995.64347898,9187296.723831808,49043053.69771576,25795537.191062406,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-07,60976383.65867576,62827903.67830184,-1851520.0196260787,56872969.43078262,58724489.450408705,-1851520.0196260787,9246815.071567664,49477674.37884104,26598371.77853176,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-08,61017516.371772856,62784155.953470044,-1766639.5816971848,57455215.61899045,59221855.20068763,-1766639.5816971848,8514466.581560982,50707388.61912665,25789686.549031172,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-09,57992411.90416599,60254976.68323487,-2262564.779068879,54207094.59617158,56469659.37524046,-2262564.779068879,8124150.901861541,48345508.47337892,25408795.124228522,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-10,59132475.395562336,61326285.809610166,-2193810.41404783,54962617.75578393,57156428.16983176,-2193810.41404783,8394758.271535382,48761669.89829638,25505957.015297875,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-11,59235467.99780813,61284860.16636134,-2049392.168553214,55282746.07003822,57332138.23859144,-2049392.168553214,8391261.5104305,48940876.72816094,26112326.4555543,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-12,60112694.43733889,62415927.12476992,-2303232.687431027,56604337.488138445,58907570.17556947,-2303232.687431027,8945188.941847367,49962381.2337221,26689784.480019704,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-13,59101676.71980564,61022031.141403206,-1920354.4215975644,55095033.38480897,57015387.80640654,-1920354.4215975644,8872802.318858888,48142585.48754765,24858384.696066704,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-14,60297979.21339117,62301301.60014956,-2003322.3867583903,55841038.81393766,57844361.20069605,-2003322.3867583903,8425753.231496198,49418607.96919985,25435213.52364872,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-15,58326204.30788807,60242993.64096134,-1916789.3330732705,54625625.14471153,56542414.477784805,-1916789.3330732705,8266921.275428804,48275493.202356,25167273.37071605,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-16,58300431.924035415,60638246.43062354,-2337814.506588129,54397356.91735106,56735171.42393919,-2337814.506588129,8369089.719380493,48366081.70455869,25692874.857978925,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-17,58245033.48340356,60415076.0871945,-2170042.6037909416,54439830.783371486,56609873.38716243,-2170042.6037909416,8160938.4196541365,48448934.96750829,25868623.333942216,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-18,61275209.03300443,63514471.19123797,-2239262.15823354,57305973.26232916,59545235.4205627,-2239262.15823354,8669092.496636856,50876142.92392585,26952347.67490085,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-19,61529996.98921485,63411068.03463403,-1881071.045419177,58058875.94609023,59939946.9915094,-1881071.045419177,8866873.603058271,51073073.38845114,27396539.05934793,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-20,59701533.58042124,61618533.66949125,-1917000.0890700081,55581792.808710955,57498792.89778096,-1917000.0890700081,8597654.3253004,48901138.57248057,26549181.488711335,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-21,60416717.07192526,62136622.39900079,-1719905.3270755345,56443110.55638332,58163015.88345886,-1719905.3270755345,8913676.30355534,49249339.57990352,25645627.265018113,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-22,59222358.256779514,61213922.81722601,-1991564.5604464947,55067718.86815489,57059283.428601384,-1991564.5604464947,8364545.276388849,48694738.15221253,25403457.659736518,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-23,59733232.573367074,62018199.87930683,-2284967.3059397526,55614106.05320745,57899073.3591472,-2284967.3059397526,8322985.262451387,49576088.09669581,25392192.51849075,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-24,59676614.97133746,61910050.666313685,-2233435.6949762264,55429045.28377269,57662480.97874892,-2233435.6949762264,8318562.475317231,49343918.503431685,26304282.874051634,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-25,59470181.9242608,61735959.00207368,-2265777.077812882,55182023.53096969,57447800.60878257,-2265777.077812882,8624963.488401039,48822837.12038153,26179120.972919,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-26,61285539.69231208,63171153.40706252,-1885613.7147504447,57842867.206629336,59728480.92137978,-1885613.7147504447,9109100.09102836,50619380.83035142,27072272.52249066,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-27,60876410.27177266,62620724.539779395,-1744314.2680067327,57396832.982418634,59141147.25042537,-1744314.2680067327,9165591.03466551,49975556.21575986,26569861.271336444,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-28,60676860.41779111,62421081.56569868,-1744221.1479075695,56932116.55628294,58676337.70419051,-1744221.1479075695,8692781.757833889,49983555.94635662,27120457.15273991,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-29,61364694.14655424,63495925.5954607,-2131231.44890646,57143830.60009116,59275062.04899762,-2131231.44890646,8382367.910534492,50892694.138463125,27441067.427133955,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
2026-06-30,59795482.77208592,61933775.86820214,-2138293.096116226,55662922.36731451,57801215.46343073,-2138293.096116226,8053700.971147823,49747514.49228291,26324301.652759127,ANALYST-CALC,Estimated availability and preliminary flags do not establish transferability
